pen,time period,Species,Study,Diet,average feed intake g/d,"average feed intake, g","ME, kcal/kg",Overall,NDF,ADF,NFC,Crude fiber,Starch,CP,Arginine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Alanine,Aspartic acid,Cystine,Met + Cys,Glutamic acid,Glycine,Proline,Serine,Tyrosine,Phe + Tyr,Ether extract,SFA,MUFA,PUFA,n-3 PUFA,n-6 PUFA,n-3/n-6 ratio,C14,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1,C18:2 cis n-6 LA,C18:3 cis n-3 ALA,C20:0,C20:1,C20:4n-6 ARA,C20:5n-3 EPA,C22:0,C22:1,C22:6n-3 DHA,C24:0,Ash,Vitamin A IU/kg,beta-carotene,Vitamin D3 IU/kg,Vitamin D3 25-Hydroxyvitamin D,Vitamin E IU/kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,Calcium,Total Phosphorus,Inorganic available P,Ca:P ratio,Na,Cl,K,Mg,S,Cu ppm,I ppm,Fe,Mn,Se,Zn,"average feed intake, g/d",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g)
6,1-3 weeks,B,broiler AST,starter 0.5% P-6,66.75,1802.26404,5226.742338,,153.042495,55.38285304,916.1592976,43.22665418,588.4194562,414.5380309,26.78245754,10.29571376,16.11667985,32.15305515,22.38347489,12.06256259,18.76127957,15.21787852,4.699618314,17.65250223,21.03004236,43.03590256,6.158891322,14.71901832,72.72438182,17.87680119,24.60176923,20.78933197,14.04392266,36.51538335,76.02526445,7.214921794,11.76023196,22.08910531,0.417512488,17.9252028,398.3378399,0.139606184,0,0,5.195348398,0.068694721,0,0,1.430068768,9.725089824,30.85793235,1.721201296,0.264346782,0.086475044,0,0,0.110839931,0,0,0.072368831,5912.392065,21.62716848,0.886281364,14.98920654,,9.357210715,0.003604528,0.01802264,5.551910421,3.345939236,38.1113963,16.36960382,9.248209785,0.242916356,1.125823882,0,2542.063871,18.07670832,13.75678955,8.125000628,0,3.514620336,5.620291923,18.88221221,3.486020208,4.028060129,11.45915522,0,508.9875613,36.73302476,0.721287696,55.05736416,66.75,35.2,69.94838,0.3305785,17.52138,651.4923,1.332033,,26.25393,0.3415137,173.3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,starter 0.08% P-2,71.44,1928.95317,5226.882914,,164.7443673,59.67043026,985.2174611,46.54916998,632.2607156,443.6991584,28.71529347,11.05345412,17.36927734,34.42132868,23.92491496,12.89027952,20.05069604,16.39302893,5.050813803,18.92194575,22.66026163,46.3976507,6.630803141,15.86205197,78.38457452,19.26956703,26.5092562,22.40909264,14.96023936,39.19235477,81.57446508,7.76367262,12.64699442,23.75462834,0.448597349,19.25977953,427.9951006,0.150528889,0,0,5.589616398,0.07386898,0,0,1.540131375,10.45654878,33.13702356,1.854746133,0.284161387,0.092959301,0,0,0.119326698,0,0,0.077756874,6371.361255,23.14743804,0.952864287,16.14936376,0,10.0607446,0.003857906,0.038579063,5.974816707,3.604306867,41.01455967,17.63313961,9.955867417,0.261778235,1.213733985,0,2739.479424,19.34649369,14.69582617,8.705882809,0,3.755289889,6.020285991,20.31382512,3.710621121,4.338003494,12.2376647,0,492.6744017,38.55282964,0.777825289,50.01833438,71.44,46.08,127.1549,1.591499,15.50139,,1.528109,73.89465,29.51749,0.3255438,173.6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,starter 0.08% P-3,70.21,1895.58279,5594.303689,,161.8943333,58.63814758,968.1734594,45.74388164,621.3227724,436.0232803,28.21852648,10.86223228,17.06879343,33.82584879,23.51102026,12.66728109,19.7038243,16.10943386,4.963436059,18.59460109,22.26824509,45.59498361,6.516092,15.58764266,77.02854209,18.93620862,26.05065308,22.02142126,14.70143117,38.51433739,80.1632484,7.629363136,12.42820476,23.34367955,0.440836734,18.92659043,420.5908985,0.147924779,0,0,5.492917512,0.072591066,0,0,1.513487509,10.27565325,32.56376181,1.822659515,0.27924547,0.09135113,0,0,0.117262378,0,0,0.0764117,6261.138389,22.74699348,0.936379987,15.86998403,0,9.886696379,0.003791166,0.037911656,5.871453957,3.541953311,40.30501863,17.32809096,9.783633542,0.25724954,1.192736708,0,2692.087154,19.01180446,14.44159226,8.555273337,0,3.690324367,5.916136635,19.96240132,3.646428356,4.262957181,12.02595634,0,484.1512648,37.88587587,0.764369118,49.15303042,70.21,43.53,89.78553,,18.50076,219.0867,1.313326,,29.13354,0.2981668,229.3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,starter 0.08% P-4,76.39,2062.49058,5497.523714,,176.1492767,63.80128985,1053.422014,49.77167205,676.030808,474.415527,30.70319342,11.81866172,18.57171623,36.80424557,25.58118699,13.78264672,21.43876396,17.52788418,5.400471122,20.23187265,24.22898434,49.60966342,7.089839831,16.96014879,83.81097534,20.60355902,28.34443679,23.96042744,15.99590557,41.90555986,87.22169538,8.301135504,13.5225195,25.39911178,0.479652809,20.59309395,457.6243099,0.160949691,0,0,5.976573898,0.078982776,0,0,1.646751462,11.18043387,35.43103068,1.983146345,0.303833288,0.09939468,0,0,0.127587437,0,0,0.08313982,6812.437323,24.74988696,1.018829097,17.26735057,0,10.75722899,0.004124981,0.041249812,6.388440822,3.853825523,43.85391221,18.85384514,10.64509138,0.279900597,1.29775826,0,2929.127878,20.68581115,15.71318761,9.308572941,0,4.015260786,6.43705785,21.72010892,3.967499692,4.63831444,13.08485274,0,526.7812243,41.22176173,0.831672514,53.48099949,76.39,45.84,89.24725,0.8122786,20.13415,227.1358,1.28769,,37.36712,0.3304325,383.6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,starter 0.08% P-5,62.63,1691.12421,5981.58568,,144.4323234,52.31340542,863.745749,40.80992194,554.3065637,388.9935746,25.17486102,9.690626061,15.22774418,30.17737454,20.97510896,11.30098133,17.57855921,14.37186166,4.428077174,16.58897741,19.86638019,40.67708414,5.813262809,13.90635114,68.72020208,16.89373896,23.24081562,19.64617891,13.11572689,34.36016023,71.51679728,6.806455921,11.0876919,20.82581771,0.393287846,16.8851582,375.2257378,0.131969533,0,0,4.900448473,0.064761355,0,0,1.350241932,9.167315758,29.05141693,1.626066479,0.249125903,0.081497948,0,0,0.104614395,0,0,0.068169893,5585.808632,20.29349052,0.835381537,14.15823901,0,8.820311986,0.003382248,0.033822484,5.238155773,3.15991632,35.95769763,15.45907374,8.728365563,0.229502467,1.064087484,0,2401.717184,16.961181,12.88391435,7.63249695,0,3.292283994,5.278018953,17.80924597,3.253122631,3.803152325,10.72883021,0,431.9304488,33.79948491,0.681923853,43.8513581,62.63,38.16,92.37401,1.180638,17.14766,250.8098,1.266905,,34.31686,,430.4859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,starter 0.08% P-6,58.38,1576.13715,4904.557847,,134.611727,48.75638421,805.0158321,38.03507376,516.616794,362.5441705,23.4631102,9.031717275,14.1923421,28.12548056,19.54891797,10.53257733,16.38331475,13.39465483,4.126992504,15.46101902,18.5155766,37.91126819,5.417993204,12.96079644,64.04760976,15.74505848,21.66056915,18.31034778,12.22393026,32.02386005,66.654052,6.343654697,10.33379039,19.40977769,0.366546456,15.73706116,349.7124702,0.122996337,0,0,4.567245175,0.060357942,0,0,1.258432975,8.543989168,27.07608183,1.515502984,0.232186725,0.07595654,0,0,0.097501196,0,0,0.063534719,5206.004649,18.9136458,0.778580229,13.19555734,0,8.220579726,0.003152274,0.031522743,4.881990254,2.945059549,33.51277377,14.40794253,8.13488515,0.213897573,0.991735441,0,2238.413746,15.80791483,12.00787968,7.11352952,0,3.068426956,4.919142959,16.59831609,3.031928348,3.544559075,9.999329307,0,402.5615756,31.50130753,0.635556816,40.86970914,58.38,37.25,,1.034238,17.4956,309.1663,1.123485,55.56813,34.78613,0.3845347,107.7856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,starter 0.08% P-7,55.49,1498.17843,4571.075135,,127.9535768,46.34480137,765.1982288,36.15378718,491.0639517,344.6120512,22.30258046,8.584991482,13.49036206,26.73434118,18.58199156,10.01161616,15.57296506,12.73212991,3.922863661,14.69628782,17.59976122,36.03610527,5.150009028,12.31973097,60.87969403,14.96627815,20.58919649,17.4046834,11.61931158,30.43989945,63.35721672,6.029885555,9.822661604,18.44973343,0.348416376,14.9586764,332.415031,0.116912706,0,0,4.341340604,0.057372524,0,0,1.196188503,8.121387328,25.73684769,1.440543344,0.220702331,0.072199586,0,0,0.092678603,0,0,0.060392172,4948.505827,17.97814116,0.740070181,12.54288016,0,7.813974328,0.002996357,0.029963569,4.640517796,2.799391342,31.85516869,13.69529848,7.732518367,0.203317795,0.942682334,0,2127.697575,15.02602551,11.41394728,6.761680916,0,2.916656764,4.675832858,15.77733203,2.881963446,3.369238489,9.504743596,0,382.6501199,29.94319337,0.604120976,38.84821614,55.49,35.66,,0.9334908,21.64511,308.5744,1.402703,65.60999,36.55656,,355.2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,starter 2% P-1,65.07,1756.94859,5095.460134,,146.1955165,52.76801826,877.7427016,41.24782934,565.0733018,404.1011625,25.96592775,9.946918059,15.36529269,31.34507991,21.95794922,11.83406445,18.40064961,14.51222862,4.524202004,17.14709156,20.03160338,40.9262199,5.884158221,14.01493293,69.2128638,17.00998562,23.4327396,19.78108008,13.89966656,35.29101813,73.43781564,6.899854218,11.26668163,21.16227459,0.401005946,17.21652196,382.5893768,0.132717489,0,0,4.970622974,0.065824054,0,0,1.364231017,9.321433854,29.71709873,1.63917405,0.253550413,0.082937145,0,0,0.105850569,0,0,0.069507697,5630.009986,21.08338308,0.849695477,14.29002364,0,8.969486094,0.003513897,0.070277944,5.307671412,3.189687457,36.43454569,15.60644724,8.833094175,0.231302282,1.070721367,0,2420.446697,17.6230904,13.50167554,7.890645692,0,3.458198396,5.463252724,18.09585013,3.452974988,3.844185945,11.2469307,0,641.3906772,37.98382296,0.685426055,78.19563242,65.07,43.09,57.70578,1.076741,15.69791,,1.293233,75.85459,22.54242,0.3890975,239.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,starter 2% P-2,56.45,1524.06576,4420.05894,,126.8173595,45.77363863,761.398259,35.78044613,490.1730626,350.5377157,22.52415446,8.628458065,13.32862932,27.19030216,19.04743187,10.26546396,15.96165089,12.58863854,3.924520845,14.87425146,17.37642239,35.50146589,5.104215412,12.1572592,60.0387265,14.75531886,20.32673937,17.15910586,12.05727134,30.61320785,63.70366267,5.985281312,9.773287503,18.35722359,0.347852769,14.93447889,331.8773086,0.11512584,0,0,4.311768895,0.057099102,0,0,1.183402744,8.08588154,25.77810923,1.421902188,0.219942408,0.071943859,0,0,0.091820119,0,0,0.06029448,4883.754423,18.28878912,0.737068683,12.39588675,0,7.780584315,0.003048132,0.06096263,4.604141698,2.766895665,31.60516129,13.53781893,7.66227109,0.200643257,0.92879768,0,2099.617459,15.28715685,11.71203387,6.844743775,0,2.999815587,4.73910077,15.69725246,2.99528454,3.334640642,9.756154556,0,556.3746005,32.94908248,0.594573107,67.83083275,56.45,37.29,108.0188,1.029516,13.35576,431.5608,1.606401,78.12429,23.84358,0.2923003,148.4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,starter 2% P-3,65.68,1773.26118,5142.769516,,147.5528855,53.25794895,885.892204,41.63079953,570.3197895,407.8530859,26.20701137,10.03927136,15.50795351,31.63610689,22.16182031,11.94393917,18.57149254,14.64696906,4.566207475,17.3062957,20.21758909,41.30620407,5.938790361,14.14505618,69.85547854,17.16791678,23.65030354,19.96473978,14.0287196,35.61868162,74.11965743,6.963916703,11.37128842,21.35875815,0.404729132,17.37637072,386.1415716,0.13394972,0,0,5.016773291,0.066435205,0,0,1.376897376,9.407979772,29.99301053,1.654393149,0.255904531,0.083707184,0,0,0.106833351,0,0,0.070153049,5682.282457,21.27913416,0.857584572,14.422701,0,9.052764313,0.003546522,0.070930447,5.356951094,3.219302474,36.77282639,15.75134708,8.915106048,0.233449834,1.080662602,0,2442.919611,17.786714,13.62703339,7.963907294,0,3.490306434,5.513976918,18.26386312,3.485034529,3.879877729,11.35135412,0,647.3457422,38.3364881,0.691789971,78.92164871,65.68,43.05,,,19.73466,484.5906,1.437346,64.52301,20.23873,0.2512347,251.5948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,starter 2% P-4,69.38,1873.15335,5432.47439,,155.8649029,56.2581004,935.7966939,43.975965,602.447308,430.8284549,27.68331688,10.60480824,16.38155473,33.41824671,23.41025023,12.61677068,19.61767046,15.47206891,4.823433189,18.28120196,21.35649568,43.63308428,6.27333705,14.94188203,73.79060971,18.13502782,24.9825834,21.08940274,14.81899193,37.62516969,78.2950003,7.356211283,12.01186111,22.5619496,0.427528521,18.35522448,407.8938774,0.141495438,0,0,5.299380487,0.070177664,0,0,1.454461397,9.937954446,31.68259069,1.74758919,0.270320263,0.088422616,0,0,0.112851536,0,0,0.074104944,6002.379424,22.4778402,0.905894423,15.23516727,0,9.562728825,0.003746307,0.074926134,5.658721344,3.400653712,38.84433028,16.63865926,9.41731593,0.246600639,1.141538988,0,2580.535289,18.78868341,14.39467774,8.412533808,0,3.686923992,5.82459282,19.29271151,3.681355108,4.098440798,11.99080385,0,683.8123224,40.4960769,0.730760204,83.36749957,69.38,37.08,,,18.61996,253.1772,1.389539,,17.48709,,31.19454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,starter 2% P-5,72.03,1944.92826,5640.634261,,161.837286,58.41378087,971.6542619,45.66102241,625.5316974,447.3368062,28.74407764,11.01116,17.00925807,34.69875674,24.30727695,13.10021619,20.36937429,16.06492285,5.008256008,18.9816954,22.17482727,45.30500329,6.513716836,15.51442044,76.61809544,18.8299202,25.93985829,21.89749995,15.38682148,39.06687929,81.29508388,7.638084309,12.47212788,23.4264714,0.443910426,19.05855429,423.5234287,0.146917216,0,0,5.502440507,0.07286671,0,0,1.510192998,10.31875391,32.89659439,1.814552771,0.280678311,0.091810766,0,0,0.117175747,0,0,0.076944474,6232.37674,23.33913912,0.940606205,15.81894369,0,9.929150507,0.003889857,0.07779713,5.875550476,3.530958908,40.3327553,17.27621426,9.778165726,0.256049805,1.185280125,0,2679.415441,19.50862236,14.94624855,8.734882673,0,3.828198404,6.047777764,20.03196366,3.822416133,4.255483584,12.45026376,0,710.0144312,42.04779304,0.758761248,86.5619496,72.03,39.56,,1.813459,24.08391,332.0117,,,23.161,0.218969,160.8102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler AST,starter 2% P-6,66.27,1789.21413,5189.035879,,148.8803288,53.73707826,893.8620362,42.00532645,575.450609,411.5222916,26.44277988,10.12958856,15.64746912,31.92071766,22.3611967,12.05139151,18.73856894,14.77873892,4.60728686,17.46198989,20.39947441,41.67781081,5.992218038,14.27231063,70.4839257,17.32236606,23.86307091,20.14435037,14.15492744,35.93912119,74.78646681,7.026566817,11.47358897,21.55090988,0.408370233,17.53269534,389.615452,0.135154784,0,0,5.061906142,0.067032882,0,0,1.389284482,9.492617632,30.26283936,1.669276716,0.258206748,0.084460247,0,0,0.107794465,0,0,0.070784174,5733.402489,21.47056956,0.865299738,14.55245325,0,9.134206516,0.003578428,0.071568565,5.405144318,3.248264577,37.1036491,15.89305235,8.995309823,0.23555004,1.090384664,0,2464.897069,17.94673022,13.7496275,8.035553714,0,3.521706594,5.563582808,18.42817196,3.51638726,3.914782624,11.45347533,0,653.1695173,38.68137812,0.698013584,79.63165868,66.27,34.11,125.3688,,17.85965,,1.656286,67.87968,,0.3460765,236.0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler AST,starter 0.32% P-2,75.87,2048.61366,5941.34017,,174.4744844,63.20362378,1043.238479,49.30138322,669.4088304,471.2755829,30.48960724,11.74264694,18.42446917,36.58294922,25.46720059,13.71272516,21.33039631,17.36918546,5.363774111,20.114995,24.00237709,49.15001115,7.02654286,16.80186882,83.03094671,20.41203824,28.07940508,23.73771669,15.90594042,41.61746359,86.5000486,8.221921497,13.39226854,25.15446469,0.474950591,20.39121204,453.1380453,0.159461363,0,0,5.91924672,0.078218598,0,0,1.631215711,11.07208116,35.1174173,1.964618722,0.30087727,0.098428061,0,0,0.12637635,0,0,0.082324769,6748.831973,24.58336392,1.008942228,17.11468598,0,10.65293443,0.004097227,0.163889093,6.327430095,3.817612042,43.43511654,18.67659615,10.54396867,0.277288053,1.285728371,0,2901.793031,20.54478841,15.62414131,9.241921252,0,4.005142136,6.391084618,21.54295493,3.939330422,4.596167177,12.99927312,0,526.5712404,41.05093996,0.823999532,53.32889621,75.87,48.16,83.94701,1.766234,18.53298,556.7963,1.559288,80.62489,,0.1762739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler AST,starter 0.32% P-3,66.47,1794.69837,5204.94114,,152.8492555,55.36985464,913.9343516,43.1907264,586.4389955,412.8633607,26.71057481,10.28720531,16.14084951,32.0486779,22.31067003,12.01310231,18.68660169,15.21636287,4.69896147,17.62184322,21.02740398,43.05811614,6.155638452,14.71936226,72.73968129,17.88206946,24.599105,20.7955469,13.93447964,36.4591897,75.77880557,7.202855959,11.73236466,22.03669616,0.41608287,17.86382456,396.973879,0.139696934,0,0,5.185586061,0.068523798,0,0,1.429034783,9.699752762,30.76479125,1.721114179,0.263585056,0.086228401,0,0,0.110712642,0,0,0.072121031,5912.348423,21.53638044,0.883888947,14.99340731,0,9.332557153,0.003589397,0.14357587,5.543177174,3.344438359,38.05155378,16.36172663,9.237097147,0.242919603,1.126368849,0,2542.130478,17.99836591,13.68760811,8.09643191,0,3.508725048,5.598942041,18.87281475,3.451070363,4.026495528,11.38807904,0,461.3054014,35.96288382,0.721868963,46.71904956,66.47,45.41,41.60651,,17.66957,,1.906405,,27.87504,0.2942558,169.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler AST,starter 0.32% P-4,65.76,1775.61558,5149.59769,,151.2240297,54.78111431,904.2166087,42.73148513,580.2034673,408.4734393,26.4265648,10.17782282,15.969226,31.70790855,22.07344363,11.88536858,18.48790953,15.0545693,4.648998035,17.4344725,20.80382238,42.6002849,6.090186364,14.56285323,71.9662499,17.69193178,24.33754597,20.5744306,13.78631616,36.07152397,74.97305957,7.126268946,11.60761599,21.80238289,0.411658716,17.67388088,392.7529084,0.138211555,0,0,5.130448411,0.067795194,0,0,1.413840046,9.596616576,30.4376733,1.7028138,0.260782391,0.085311546,0,0,0.109535449,0,0,0.071354177,5849.483205,21.30738696,0.874490673,14.8339844,0,9.233325309,0.003551231,0.142049246,5.484237305,3.308877389,37.64695665,16.18775456,9.138880316,0.240336671,1.114392319,0,2515.100341,17.80699167,13.54206959,8.010343622,0,3.47141724,5.539409232,18.67214261,3.414375589,3.983682335,11.2669911,0,456.4004022,35.58049524,0.714193425,46.22229209,65.76,35.11,144.3764,1.416765,13.99043,,1.245426,87.14112,,0.3125071,403.9736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler AST,starter 0.32% P-5,65.53,1769.24736,5131.128732,,150.6816668,54.58464263,900.9736487,42.57822927,578.1225758,407.0084551,26.33178631,10.14132021,15.9119526,31.59418859,21.99427754,11.84274188,18.42160291,15.0005763,4.632324469,17.37194401,20.72920977,42.44749958,6.068343997,14.51062376,71.70814397,17.62847992,24.25025971,20.5006407,13.73687174,35.94215396,74.70416975,7.100710684,11.56598544,21.72418896,0.410182308,17.61049375,391.3443057,0.137715861,0,0,5.112048131,0.067552047,0,0,1.408769328,9.562198448,30.32850902,1.696706683,0.259847099,0.085005577,0,0,0.109142601,0,0,0.071098267,5828.504117,21.23096832,0.871354325,14.78078253,0,9.200210119,0.003538495,0.141539789,5.464568166,3.297010148,37.51193638,16.12969741,9.106103852,0.239474707,1.110395566,0,2506.07997,17.74312715,13.49350115,7.981614638,0,3.458967051,5.51954222,18.60517524,3.40212998,3.969394915,11.2265822,0,454.7635287,35.4528863,0.711631981,46.0565165,65.53,50.2,92.71456,1.940968,17.75978,360.7756,1.199005,84.93901,33.39964,,122.5147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler AST,starter 0.32% P-6,66.85,1805.0607,5234.993721,,153.7317851,55.68955221,919.2112769,43.44010344,589.8250098,415.2471743,26.86479782,10.34660216,16.23404445,32.23372235,22.43948863,12.08246423,18.79449544,15.30421996,4.726092597,17.72358921,21.14881319,43.3067275,6.191180222,14.80434974,73.15966974,17.98531795,24.74113669,20.91561739,14.01493532,36.66969982,76.21634148,7.244444213,11.80010565,22.16393288,0.418485273,17.96696771,399.2659491,0.140503524,0,0,5.215526888,0.068919445,0,0,1.437285824,9.755757738,30.94242272,1.731051645,0.265106958,0.086726271,0,0,0.11135188,0,0,0.072537447,5946.485471,21.6607284,0.888992395,15.07997709,0,9.386441994,0.003610121,0.144404856,5.57518268,3.363748665,38.27125797,16.45619688,9.290430816,0.244322186,1.132872341,0,2556.808373,18.10228589,13.76663839,8.143179542,0,3.528983922,5.631269527,18.98178366,3.470996347,4.049743933,11.45383217,0,463.9689124,36.17052833,0.72603693,46.98879862,66.85,48.81,67.07224,1.4451,15.19533,505.3053,1.693008,84.7081,24.59015,0.4197337,221.6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
