pen,time period,Species,Study,Diet,average feed intake g/d,"average feed intake, g","ME, kcal/kg",NDF,ADF,NFC,Crude fiber,Starch,CP,Arginine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Alanine,Aspartic acid,Cystine,Met + Cys,Glutamic acid,Glycine,Proline,Serine,Tyrosine,Phe + Tyr,Ether extract,SFA,MUFA,PUFA,n-3 PUFA,n-6 PUFA,n-3/n-6 ratio,C14,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1,C18:2 cis n-6 LA,C18:3 cis n-3 ALA,C20:0,C20:1,C20:4n-6 ARA,C20:5n-3 EPA,C22:0,C22:1,C22:6n-3 DHA,C24:0,Ash,Vitamin A IU/kg,beta-carotene,Vitamin D3 IU/kg,Vitamin D3 25-Hydroxyvitamin D,Vitamin E IU/kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,Calcium,Total Phosphorus,Inorganic available P,Ca:P ratio,Na,Cl,K,Mg,S,Cu ppm,I ppm,Fe,Mn,Se,Zn,"average feed intake, g/d",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,
5,1-3 weeks,B,broiler chicken DHA,S 1%,51.51625,1390.93875,4082.405231,119.4595644,43.00539201,719.3338363,33.66764323,464.1794715,319.9159125,17.38673438,4.868285625,11.12751,16.691265,15.30032625,6.95469375,10.014759,11.12751,2.7818775,12.51844875,16.3209985,33.29041925,6.297215085,11.41449961,56.34363641,13.84421089,19.09127974,16.09939413,11.369034,28.22055044,62.45314988,5.633066569,9.209660681,17.29798888,0.329454275,14.14457021,314.3237823,0.107918648,0,0,4.067934097,0.053952656,0,0,1.113217984,7.642554219,13.9093875,1.335282164,0.208027368,0.068041415,0,0,0.086467796,0,0,0.057105408,4585.737143,6416.400454,157.1760788,625.9224375,0,10.43277504,1.043204063,0,1.461563735,5.423530285,21.94901348,5.423530285,5.217234364,0.236200233,0.542970495,0.009689279,2190.925669,13.9093875,11.27771873,6.259224375,0,2.7818775,2.7818775,4.17281625,0.83456325,3.619610978,16.69213378,0.073024284,93.92258912,41.73423826,0.125191108,73.02865818,51.51625,39.86,,,2.157422668,,90.38208169,44.3086455,24.59952,,,0.493515577,0.861701402,2.651008984,2.470527033,0.856715789,3.966307465,1.128,2.644,2.744,0.162,1.395,0.317,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler chicken DHA,S 1%,55.8625,1508.2875,4426.823813,129.5379597,46.63361,780.0215744,36.50806726,503.3407075,346.906125,18.85359375,5.27900625,12.0663,18.09945,16.5911625,7.5414375,10.85967,12.0663,3.016575,13.5745875,17.69794538,36.09901819,6.828489606,12.37750194,61.09715651,15.01219966,20.70194578,17.45764501,12.32820055,30.60142186,67.72210875,6.108309149,9.986648287,18.7573611,0.357249207,15.33789927,340.8422059,0.117023376,0,0,4.411131798,0.058504457,0,0,1.207136382,8.287330407,15.082875,1.447935358,0.225577927,0.073781837,0,0,0.093762788,0,0,0.061923196,4972.620118,6957.730238,170.4364875,678.729375,0,11.31295263,1.131215625,0,1.584870873,5.881095005,23.80077675,5.881095005,5.657394602,0.25612764,0.58877906,0.010506731,2375.766582,15.082875,12.22918132,6.78729375,0,3.016575,3.016575,4.5248625,0.9049725,3.924985189,18.10039208,0.079185094,101.8465171,45.25521335,0.135753054,79.18983656,55.8625,42.5,390.65,3.105648889,1.990893489,649.5259,106.7193676,51.044446,34.28437,,0.278999411,0.484119835,0.94175815,3.850262989,4.949489734,1.438677564,5.398573701,0.809,2.805,4.178,0.21,1.319,0.456,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler chicken DHA,s 2%,49.5475,1337.7825,3926.391638,113.058795,41.01182286,674.9616254,31.96549278,432.5545334,307.689975,16.72228125,4.68223875,10.70226,16.05339,14.7156075,6.6889125,9.632034,10.70226,2.675565,12.0400425,15.57702171,31.9244777,6.034801071,10.90620494,53.90932909,13.25436507,18.2233401,15.41395003,10.92365364,27.10519919,69.37975709,5.316312186,8.647636859,16.24208424,0.306876603,13.1752355,292.7830111,0.10359356,0,0,3.832492441,0.050602368,0,0,1.05778218,7.161794884,13.377825,1.27512174,0.194545479,0.063645513,0,0,0.081903872,0,0,0.053191945,4380.53281,6322.360095,302.3389103,602.002125,0,10.03405792,1.003336875,0,1.406320256,5.415591209,22.17522051,4.015471363,5.018314824,0.253661561,0.54268809,0.010611291,2107.195797,13.377825,10.84672834,6.02002125,0,2.675565,2.675565,4.0133475,0.8026695,3.454613408,16.0542217,0.070233581,90.33315422,40.1393068,0.120406643,70.23775058,49.5475,39.88,,2.783177359,1.79066969,742.02155,81.4229249,66.117566,32.209045,,,0.44603362,0.859347834,4.475250513,22.58680219,10.68098894,4.524165221,0.654,2.158,2.629,0.058,1.098,0.338,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler chicken DHA,s 2%,58.2425,1572.5475,4615.426913,132.8992758,48.20891251,793.4094044,37.57505854,508.462736,361.685925,19.65684375,5.50391625,12.58038,18.87057,17.2980225,7.8627375,11.322342,12.58038,3.145095,14.1529275,18.31060471,37.52684581,7.093837255,12.82011487,63.36977849,15.58034931,21.42132067,18.11891588,12.8406256,31.86184094,81.55508355,6.249262071,10.16519481,19.09237785,0.360729816,15.48733344,344.1629653,0.121773004,0,0,4.505049518,0.059482484,0,0,1.243410437,8.418605147,15.725475,1.498890518,0.228685908,0.074814548,0,0,0.096277032,0,0,0.062526501,5149.264487,7431.859485,355.3958117,707.646375,0,11.79491636,1.179410625,0,1.653112821,6.365963388,26.06670933,4.720139076,5.898969699,0.298176163,0.637923429,0.012473447,2476.983727,15.725475,12.75020082,7.07646375,0,3.145095,3.145095,4.7176425,0.9435285,4.060857186,18.87154765,0.082558744,106.185554,47.18328021,0.141536584,82.56364475,58.2425,35.27,87.64,2.46566693,2.066706384,693.19485,74.17654809,63.6210805,33.592595,,0.276962919,0.161753071,0.308980254,1.160785924,1.225851207,0.278788045,1.645699694,0.675,2.462,3.749,0.123,0.528,0.51,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler chicken DHA,s 2%,60.84125,1642.71375,4821.364856,138.8291723,50.35996907,828.8109186,39.25163807,531.1500783,377.8241625,20.53392188,5.749498125,13.14171,19.712565,18.06985125,8.21356875,11.827539,13.14171,3.2854275,14.78442375,19.12761435,39.20127411,7.410360577,13.39214171,66.19730498,16.27553638,22.37712884,18.92737247,13.41356763,33.28349968,85.19402888,6.528100889,10.6187605,19.9442698,0.376825393,16.17837019,359.5193375,0.127206452,0,0,4.70606248,0.062136562,0,0,1.298890763,8.794238922,16.4271375,1.565770232,0.238889754,0.078152734,0,0,0.100572863,0,0,0.065316401,5379.021985,7763.465183,371.2533877,739.2211875,0,12.32119938,1.232035313,0,1.726873854,6.650009358,27.22979232,4.930749222,6.162178653,0.311480628,0.66638724,0.013030005,2587.50545,16.4271375,13.31910814,7.392211875,0,3.2854275,3.2854275,4.92814125,0.98562825,4.242050518,19.71358628,0.086242472,110.923498,49.28857358,0.147851873,86.24759156,60.84125,44.11,181.57,,2.154182801,857.899,70.02635046,55.8961065,22.66255,,0.183284285,0.741311443,1.28216908,3.437198203,6.56288399,2.568902094,7.486762087,0.533482435,1.713950889,2.637745702,0.051917434,0.469662012,0.269365426,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler chicken DHA,s 2%,56.63375,1529.11125,4487.941519,129.2283876,46.87730607,771.4941814,36.53717597,494.4181907,351.6955875,19.11389063,5.351889375,12.23289,18.349335,16.82022375,7.64555625,11.009601,12.23289,3.0582225,13.76200125,17.80483683,36.49029495,6.897894246,12.46600301,61.61940494,15.14999541,20.8296299,17.61844276,12.48594721,30.98176648,79.30240311,6.076647566,9.884416045,18.56501616,0.350765888,15.05954879,334.6566397,0.118409441,0,0,4.380612923,0.057839484,0,0,1.209065474,8.186069953,15.2911125,1.45748879,0.222369242,0.072748052,0,0,0.093617708,0,0,0.060799421,5007.033655,7226.579768,345.5792171,688.1000625,0,11.46912211,1.146833438,0,1.60745123,6.190125408,25.34670558,4.589761367,5.736030822,0.289940066,0.620302975,0.01212891,2408.565518,15.2911125,12.3980201,6.881000625,0,3.0582225,3.0582225,4.58733375,0.91746675,3.948689886,18.35028565,0.080278341,103.252541,45.88000335,0.13762712,80.28310625,56.63375,44.78,,,2.090681402,441.1528,,40.022227,23.077615,,,0.482466556,1.066682839,3.79925266,8.23773108,3.28401562,7.264218664,0.822108487,2.732607824,2.729244658,0.058128969,0.690679104,0.410497862,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler chicken DHA,s 2%,52.14312,1407.86424,4132.081544,118.9815494,43.16028862,710.3205011,33.64005299,455.2145505,323.8087752,17.598303,4.92752484,11.26291392,16.89437088,15.48650664,7.0393212,10.13662253,11.26291392,2.81572848,12.67077816,16.39304732,33.59688928,6.350943164,11.47754282,56.73345004,13.94871483,19.17799707,16.22143289,11.4959056,28.52514565,73.01431958,5.594815162,9.100656268,17.09295015,0.322952794,13.86543994,308.1208877,0.109020464,0,0,4.033263298,0.053253248,0,0,1.113195684,7.536976236,14.0786424,1.341920902,0.204737035,0.066979679,0,0,0.086194529,0,0,0.055978484,4610.013582,6653.566398,318.1773869,633.538908,0,10.55970707,1.05589818,0,1.479992449,5.699295066,23.33690265,4.225827845,5.281206763,0.266950001,0.571117619,0.011167179,2217.584405,14.0786424,11.41495045,6.33538908,0,2.81572848,2.81572848,4.22359272,0.844718544,3.635588506,16.89524615,0.073912873,95.06539181,42.2420645,0.126714325,73.91726035,52.14312,40.79,274.72,3.249520803,1.798445371,927.3567,139.9868248,49.160306,17.820125,,0.205685697,0.486844612,1.039473245,4.340317097,3.322589641,1.008544315,6.312040836,0.438,1.796,2.121,0.06,0.473,0.218,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler chicken DHA,s 2%,57.31688,1547.55576,4542.076156,130.7871717,47.44275149,780.8001309,36.97789623,500.3819826,355.9378248,19.344447,5.41644516,12.38044608,18.57066912,17.02311336,7.7377788,11.14240147,12.38044608,3.09511152,13.92800184,18.01960308,36.93044972,6.981098316,12.61637096,62.36267312,15.33273832,21.08088194,17.83096068,12.63655573,31.35547604,80.25896789,6.149945559,10.00364426,18.78895188,0.354996911,15.24120071,338.6933491,0.119837724,0,0,4.433452936,0.058537158,0,0,1.223649514,8.284812311,15.4755576,1.475069373,0.225051513,0.073625556,0,0,0.094746948,0,0,0.061532798,5067.429707,7313.748522,349.7476773,696.400092,0,11.60746544,1.16066682,0,1.626840695,6.264792198,25.65244368,4.64512418,5.805220215,0.293437393,0.627785219,0.012275212,2437.618218,15.4755576,12.54756802,6.96400092,0,3.09511152,3.09511152,4.64266728,0.928533456,3.996319939,18.57163124,0.081246677,104.4979981,46.43341906,0.139287211,81.25150051,57.31688,43.37,290.67,3.43308152,1.722632476,558.7495,,45.8159575,42.86238,,0.380824014,0.246220988,0.659941,1.86223217,10.83291448,5.038078342,3.649143127,0.969,3.719,4.772,0.157,1.595,0.551,,,,,,,,,,,,,,
1,1-3 weeks,B,broiler chicken DHA,S 4%,56.26,1519.02,4458.3237,124.2062739,45.77306815,728.0497547,35.35234123,459.6073649,349.3746,18.98775,5.31657,12.15216,18.22824,16.70922,7.5951,10.936944,12.15216,3.03804,13.67118,17.41431317,36.03702505,6.802995195,12.2201142,60.57487229,14.91211579,20.37806928,17.34291387,12.37889121,30.69380715,99.67541072,5.806018803,9.341954075,17.54549059,0.325760455,13.9859822,310.7996045,0.117173187,0,0,4.170010858,0.054530688,0,0,1.171804372,7.703369627,15.1902,1.42714013,0.208333857,0.068188497,0,0,0.09013911,0,0,0.056465146,4905.986797,7522.18704,686.59711,683.559,0,11.3933908,1.139265,0,1.59823231,6.60193642,27.57025098,4.56047901,5.699227319,0.348179541,0.662690749,0.014983613,2392.667553,15.1902,12.31620034,6.83559,0,3.03804,3.03804,4.55706,0.911412,3.949452,18.22918483,0.07974855,102.5709518,45.57719513,0.136718514,79.75319972,56.26,42.2,227.94,2.78813846,2.121136154,416.05175,88.2740448,40.210641,22.800905,,0.224014126,0.457996516,0.910807688,2.602653331,2.443199786,0.689710988,0.025090731,0.341,1.385,6.855,0.046,0.75,0.202,,,,,,,,,,,,,,
2,1-3 weeks,B,broiler chicken DHA,S 4%,58.17125,1570.62375,4609.780706,128.425777,47.32805885,752.7828704,36.55332171,475.221026,361.2434625,19.63279688,5.497183125,12.56499,18.847485,17.27686125,7.85311875,11.308491,12.56499,3.1412475,14.13561375,18.00590766,37.26126544,7.034104768,12.63525272,62.632706,15.41870629,21.07034772,17.9320828,12.79942367,31.73652913,103.0615577,6.003259355,9.659316494,18.1415414,0.336827104,14.46111033,321.3580073,0.121153764,0,0,4.311673376,0.05638319,0,0,1.211612603,7.965066484,15.7062375,1.475622561,0.21541132,0.070504979,0,0,0.093201292,0,0,0.058383365,5072.651697,7777.72881,709.9220074,706.7806875,0,11.78044409,1.177967813,0,1.65252704,6.826215677,28.50686033,4.71540641,5.892839978,0.360007806,0.685203506,0.015492633,2473.950629,15.7062375,12.73460307,7.067806875,0,3.1412475,3.1412475,4.71187125,0.94237425,4.08362175,18.84846193,0.082457747,106.0554653,47.12553168,0.14136308,82.46255455,58.17125,39.52,354.55,2.847671665,1.679866228,245.846,129.8418972,42.9897475,31.51727,,0.248452031,0.162040794,0.461069423,1.734959589,0.870083653,0.32465473,3.017643018,0.598,2.146,,0.067,0.696,0.426,,,,,,,,,,,,,,
3,1-3 weeks,B,broiler chicken DHA,S 4%,49.62938,1339.99326,3932.880218,109.5677278,40.37840372,642.2441865,31.18582966,405.4395407,308.1984498,16.74991575,4.68997641,10.71994608,16.07991912,14.73992586,6.6999663,9.647951472,10.71994608,2.67998652,12.05993934,15.36191905,31.78981888,6.001216382,10.77989142,53.43571553,13.15462249,17.97637654,15.29893464,10.91995549,27.0763352,87.9279921,5.121740374,8.240941854,15.47763633,0.287367391,12.33763998,274.1697774,0.103363538,0,0,3.678546987,0.048103879,0,0,1.033699333,6.795475622,13.3999326,1.258942051,0.183780308,0.060152024,0,0,0.079515608,0,0,0.049810348,4327.783204,6635.646624,605.6770153,602.996967,0,10.05060294,1.004994945,0,1.409869866,5.823853739,24.32091117,4.022995837,5.027534986,0.307144237,0.58458818,0.013217694,2110.675563,13.3999326,10.86465316,6.02996967,0,2.67998652,2.67998652,4.01997978,0.803995956,3.483982476,16.0807526,0.070349646,90.48227412,40.20561565,0.120605316,70.35374787,49.62938,38.92,186.69,,1.261923346,160.5712,96.77206851,38.891743,38.019955,,0.150700412,0.26142596,0.446594767,1.649432588,2.120576686,0.46134625,3.138342246,0.4,1.442,1.972,0.038,0.963,0.201,,,,,,,,,,,,,,
4,1-3 weeks,B,broiler chicken DHA,S 4%,62.18687,1679.04549,4927.998513,137.2911377,50.59516244,804.7482305,39.07663434,508.0260123,386.1804627,20.98806863,5.876659215,13.43236392,20.14854588,18.46950039,8.39522745,12.08912753,13.43236392,3.35809098,15.11140941,19.24887361,39.83344813,7.519676107,13.50747695,66.95630481,16.48307512,22.52485505,19.16995255,13.68298078,33.92733372,110.1760009,6.417670397,10.32610884,19.39387029,0.360078618,15.45937535,343.5416744,0.129517131,0,0,4.609312534,0.060275378,0,0,1.295251442,8.514903049,16.7904549,1.577486273,0.230281381,0.075372009,0,0,0.099635071,0,0,0.062413627,5422.821955,8314.633266,758.9286389,755.5704705,0,12.59366002,1.259284118,0,1.766602647,7.297436223,30.47471762,5.040915666,6.299628659,0.384859507,0.732503794,0.016562105,2644.729933,16.7904549,13.61368555,7.555704705,0,3.35809098,3.35809098,5.03713647,1.007427294,4.365518274,20.14959025,0.088149888,113.3765809,50.37865461,0.151121516,88.15502778,62.18687,43.54,238.8,2.093584395,1.694121644,578.0051,,44.167335,23.49268,,0.260670983,0.171717062,0.298705975,0.994207139,0.671505241,0.39486429,1.548967485,0.239,0.825,1.781,0.091,0.432,0.238,,,,,,,,,,,,,,
5,1-3 weeks,B,broiler chicken DHA,S 4%,59.3425,1602.2475,4702.596413,131.0115679,48.28098643,767.9397897,37.28930518,484.7893717,368.516925,20.02809375,5.60786625,12.81798,19.22697,17.6247225,8.0112375,11.536182,12.81798,3.204495,14.4202275,18.36844791,38.011503,7.175733067,12.88965743,63.89378526,15.72915448,21.49458898,18.29313662,13.05713388,32.37552881,105.1366523,6.12413208,9.853802163,18.50681257,0.343608955,14.7522778,327.8283955,0.123593137,0,0,4.398486835,0.057518438,0,0,1.236007837,8.125439248,16.022475,1.505333508,0.219748523,0.071924563,0,0,0.095077855,0,0,0.059558886,5174.787087,7934.32962,724.2159439,721.011375,0,12.01763764,1.201685625,0,1.685799873,6.96365823,29.08083218,4.810348839,6.011489462,0.367256389,0.698999747,0.015804569,2523.762429,16.022475,12.99100815,7.21011375,0,3.204495,3.204495,4.8067425,0.9613485,4.1658435,19.2279666,0.084117994,108.1908408,48.07438148,0.144209357,84.12289823,59.3425,44.38,164.92,2.698838651,1.333200427,489.63565,,41.623746,12.839345,,,0.174182233,0.334019724,1.556931493,3.434286586,0.734203007,2.624360802,0.377542252,1.163504599,2.158355582,0.060990325,0.442623409,0.274692002,,,,,,,,,,,,,,
6,1-3 weeks,B,broiler chicken DHA,S 4%,58.52,1580.04,4637.4174,129.195719,47.61180143,757.2959766,36.77246727,478.0700852,363.4092,19.7505,5.53014,12.64032,18.96048,17.38044,7.9002,11.376288,12.64032,3.16008,14.22036,18.11385721,37.48465528,7.076275841,12.71100396,63.00820346,15.51114497,21.19666929,18.03958976,12.87615915,31.92679691,103.6794354,6.039250273,9.717226315,18.25030411,0.33884646,14.54780801,323.2846224,0.121880109,0,0,4.337522848,0.05672122,0,0,1.218876499,8.012818886,15.8004,1.484469257,0.216702761,0.070927673,0,0,0.093760055,0,0,0.058733386,5103.063409,7824.35808,714.1781528,711.018,0,11.85107056,1.18503,0,1.662434319,6.867140407,28.6777655,4.743676354,5.928168907,0.362166135,0.689311458,0.015585515,2488.782531,15.8004,12.81094994,7.11018,0,3.16008,3.16008,4.74012,0.948024,4.108104,18.96146278,0.0829521,106.6912922,47.40806006,0.142210584,82.9569365,58.52,44.16,339.36,,2.235179483,482.07095,50.46113307,50.2436865,51.578745,,0.20772219,0.33484078,0.674004985,2.594845624,6.261930997,2.296658792,3.387392031,0.277218362,0.91179438,1.84489093,0.052289858,0.342707723,0.403216571,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler chicken DHA,G Control,177.528,4793.256,14499.5994,398.273817,133.8488268,2577.02958,109.1244833,1754.699213,958.6512,52.725816,15.3384192,34.9907688,52.2464904,47.93256,18.2143728,31.156164,35.4700944,8.6278608,39.3046992,50.41047265,98.1749531,19.13904169,34.88703761,169.9161139,41.49592103,58.89592072,48.24058577,33.88086461,84.25216911,256.431533,19.3500647,33.03848402,62.07040546,1.24944728,53.64293656,1192.065257,0.315100046,0,0,14.09839125,0.193967831,0,0,3.582255171,27.66569694,47.93256,4.102582373,0.765189273,0.249855944,0,0,0.286160755,0,0,0.216570862,14046.38025,21569.652,0.000254824,2156.9652,0,35.95209943,3.594942,0,5.034399916,17.97553545,71.90901608,14.3838159,17.9771178,0.671113743,1.797729692,0.028759536,7549.983588,43.139304,31.70576353,16.776396,0,9.586512,9.586512,14.379768,8.531084961,1118.722463,38.346048,1.6776396,383.46048,287.59536,0.7189884,191.73024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler chicken DHA,G Control,165.027,4455.729,13478.58023,370.2285453,124.4235858,2395.562731,101.4402579,1631.138452,891.1458,49.013019,14.2583328,32.5268217,48.5674461,44.55729,16.9317702,28.9622385,32.9723946,8.0203122,36.5369778,46.86071532,91.26176144,17.79132663,32.43039495,157.9511205,38.57390023,54.74864308,44.8436255,31.4950737,78.31937898,238.3743781,17.98749002,30.71201107,57.69958994,1.161464875,49.86555862,1108.123525,0.292911627,0,0,13.10562397,0.180309186,0,0,3.33000329,25.71755987,44.55729,3.81369058,0.711306893,0.232261822,0,0,0.266010156,0,0,0.201320578,13057.27544,20050.7805,0.00023688,2005.07805,0,33.42045825,3.34179675,0,4.67989227,16.70975107,66.84539451,13.37094986,16.711222,0.623855885,1.671138851,0.026734374,7018.335934,40.101561,29.47313684,15.5950515,0,8.911458,8.911458,13.367187,7.930351031,1039.945316,35.645832,1.55950515,356.45832,267.34374,0.66835935,178.22916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler chicken DHA,G Control,156.66,4229.82,12795.2055,351.457664,118.1152112,2274.105798,96.29715626,1548.438437,845.964,46.52802,13.535424,30.877686,46.105038,42.2982,16.073316,27.49383,31.300668,7.613676,34.684524,44.48483983,86.63471763,16.88929223,30.78614817,149.9428732,36.61817284,51.97284339,42.57001807,29.89824845,74.34852425,226.2886078,17.07550998,29.15488771,54.77417489,1.102577683,47.33733519,1051.940782,0.278060775,0,0,12.44115843,0.171167367,0,0,3.161169478,24.41365915,42.2982,3.620333438,0.675243069,0.220485964,0,0,0.25252323,0,0,0.191113465,12395.2612,19034.19,0.00022487,1903.419,0,31.72601447,3.172365,0,4.442618014,15.86255342,63.45627991,12.69303208,15.86394977,0.592225896,1.586410783,0.02537892,6662.500726,38.06838,27.97882539,14.80437,0,8.45964,8.45964,12.68946,7.528275934,987.2192619,33.83856,1.480437,338.3856,253.7892,0.634473,169.1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler chicken DHA,G Control,173.531,4685.337,14173.14443,389.3067783,130.8352529,2519.008382,106.667572,1715.192585,937.0674,51.538707,14.9930784,34.2029601,51.0701733,46.85337,17.8042806,30.4546905,34.6714938,8.4336066,38.4197634,49.27549304,95.96456776,18.7081308,34.10156439,166.0904936,40.5616504,57.56989331,47.15446065,33.11804514,82.35525189,250.6580391,18.91440267,32.29463054,60.67290529,1.221316277,52.43517881,1165.226196,0.308005644,0,0,13.78096938,0.189600692,0,0,3.501601561,27.04281046,46.85337,4.010213723,0.747961222,0.244230497,0,0,0.279717915,0,0,0.211694821,13730.1294,21084.0165,0.000249087,2108.40165,0,35.1426466,3.51400275,0,4.921051619,17.57082061,70.29000197,14.05996777,17.57236734,0.656003779,1.757254243,0.028112022,7379.997533,42.168033,30.99191593,16.3986795,0,9.370674,9.370674,14.056011,8.339009646,1093.534698,37.482696,1.63986795,374.82696,281.12022,0.70280055,187.41348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler chicken DHA,G Control,164.913,4452.651,13469.26928,369.9727929,124.3376345,2393.907886,101.3701834,1630.011668,890.5302,48.979161,14.2484832,32.5043523,48.5338959,44.52651,16.9200738,28.9422315,32.9496174,8.0147718,36.5117382,46.82834412,91.19871818,17.77903645,32.40799217,157.8420085,38.54725353,54.71082294,44.8126477,31.47331703,78.26527626,238.20971,17.97506433,30.69079534,57.65973129,1.160662539,49.83111169,1107.358038,0.292709284,0,0,13.09657066,0.18018463,0,0,3.327702937,25.69979428,44.52651,3.811056098,0.710815525,0.232101377,0,0,0.265826397,0,0,0.201181507,13048.25553,20036.9295,0.000236716,2003.69295,0,33.39737153,3.33948825,0,4.676659419,16.69820804,66.79921798,13.36171326,16.69967795,0.623424928,1.669984435,0.026715906,7013.487695,40.073859,29.45277692,15.5842785,0,8.905302,8.905302,13.357953,7.924872776,1039.226925,35.621208,1.55842785,356.21208,267.15906,0.66789765,178.10604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler chicken DHA,G Control,145.8537,3938.0499,11912.60095,327.2143539,109.9677044,2117.23953,89.65464407,1441.628209,787.60998,43.3185489,12.60175968,28.74776427,42.92474391,39.380499,14.96458962,25.59732435,29.14156926,7.08848982,32.29200918,41.4163059,80.65871387,15.72428037,28.66254065,139.599916,34.09227624,48.38779208,39.63356724,27.83588765,69.22001373,210.6793739,15.89765295,27.14380344,50.99588965,1.026522626,44.07203808,979.3786239,0.258880332,0,0,11.5829758,0.159360359,0,0,2.943114162,22.72962159,39.380499,3.370605306,0.628665262,0.205276992,0,0,0.235104349,0,0,0.177930589,11540.24453,17721.22455,0.000209359,1772.122455,0,29.53757562,2.953537425,0,4.136169252,14.7683653,59.07910898,11.81747538,14.76966533,0.551374558,1.476981249,0.023628299,6202.925968,35.4424491,26.04886509,13.78317465,0,7.8760998,7.8760998,11.8141497,7.008980593,919.1215502,31.5043992,1.378317465,315.043992,236.282994,0.590707485,157.521996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler chicken DHA,g 1%,177.575,4794.525,14503.43813,407.5948442,134.9848651,2674.800244,111.0242647,1839.162846,958.905,52.739775,15.34248,35.0000325,52.2603225,47.94525,18.219195,31.1644125,35.479485,8.630145,39.315105,50.75157658,97.78797162,19.26738844,35.0397024,170.1360018,41.49074058,59.278366,48.23108999,33.98662334,84.52692917,223.7940386,19.80170919,34.05144018,63.96887722,1.310336491,56.25711333,1250.158074,0.313110276,0,0,14.54064899,0.201459652,0,0,3.639030251,28.77108986,47.94525,4.125438108,0.798105092,0.260523847,0,0,0.292413845,0,0,0.227124992,14114.84667,22117.14383,541.7815892,2157.53625,0,35.9617118,3.59589375,0,5.037987623,18.6946842,75.70157413,14.38928844,17.98361664,0.814168215,1.87155971,0.033398661,7551.981925,43.150725,32.24525186,16.7808375,0,9.58905,9.58905,14.383575,8.567317544,1122.058371,38.3562,1.67808375,383.562,287.6715,0.71917875,191.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler chicken DHA,g 1%,174.822,4720.194,14278.58685,401.2757756,132.8921531,2633.331991,109.3030213,1810.649737,944.0388,51.922134,15.1046208,34.4574162,51.4501146,47.20194,17.9367372,30.681261,34.9294356,8.4963492,38.7055908,49.96475923,96.27193454,18.96868017,34.49647109,167.4983309,40.84749683,58.35935521,47.48334853,33.45971823,83.21648212,220.3244906,19.49471718,33.5235302,62.97714798,1.29002194,55.38494195,1230.776488,0.308256031,0,0,14.31522083,0.198336361,0,0,3.582613243,28.32504277,47.20194,4.061480169,0.785731823,0.256484865,0,0,0.287880463,0,0,0.223603803,13896.01985,21774.25492,533.3821821,2124.0873,0,35.40418629,3.5401455,0,4.959882147,18.40485475,74.52794928,14.16620687,17.70481108,0.801545914,1.842544343,0.032880871,7434.90122,42.481746,31.74534377,16.520679,0,9.440388,9.440388,14.160582,8.434495778,1104.662754,37.761552,1.6520679,377.61552,283.21164,0.7080291,188.80776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
