pen,time period,Species,Study,Diet,average feed intake g/d,"average feed intake, g","ME, kcal/kg",NDF,ADF,NFC,Crude fiber,Starch,CP,Arginine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Alanine,Aspartic acid,Cystine,Met + Cys,Glutamic acid,Glycine,Proline,Serine,Tyrosine,Phe + Tyr,Ether extract,SFA,MUFA,PUFA,n-3 PUFA,n-6 PUFA,n-3/n-6 ratio,C14,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1,C18:2 cis n-6 LA,C18:3 cis n-3 ALA,C20:0,C20:1,C20:4n-6 ARA,C20:5n-3 EPA,C22:0,C22:1,C22:6n-3 DHA,C24:0,Ash,Vitamin A IU/kg,beta-carotene,Vitamin D3 IU/kg,Vitamin D3 25-Hydroxyvitamin D,Vitamin E IU/kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,Calcium,Total Phosphorus,Inorganic available P,Ca:P ratio,Na,Cl,K,Mg,S,Cu ppm,I ppm,Fe,Mn,Se,Zn,"average feed intake, g/d",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,
3,4-6 weeks,B,broiler chicken DHA,g 1%,173.121,4674.267,14139.65768,397.3714038,131.5991261,2607.709943,108.2395142,1793.032302,934.8534,51.416937,14.9576544,34.1221491,50.9495103,46.74267,17.7622146,30.3827355,34.5895758,8.4136806,38.3289894,49.47860729,95.33521856,18.78411687,34.16082399,165.8685894,40.45005491,57.79152471,47.02134045,33.13415863,82.40679434,218.1807561,19.3050356,33.19734972,62.36438684,1.27747016,54.84605219,1218.80116,0.305256732,0,0,14.17593521,0.196406569,0,0,3.547754786,28.04944303,46.74267,4.021962386,0.778086733,0.253989294,0,0,0.285079416,0,0,0.221428161,13760.81301,21562.39367,528.1924286,2103.42015,0,35.05970722,3.50570025,0,4.911623006,18.22577741,73.80280003,14.02837114,17.5325451,0.793746955,1.824616577,0.032560944,7362.560399,42.068403,31.43646486,16.3599345,0,9.348534,9.348534,14.022801,8.352429005,1093.914499,37.394136,1.63599345,373.94136,280.45602,0.70114005,186.97068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler chicken DHA,g 1%,154.1,4160.7,12586.1175,353.7117584,117.1401814,2321.197903,96.34711641,1596.029816,832.14,45.7677,13.31424,30.37311,45.35163,41.607,15.81066,27.04455,30.78918,7.48926,34.11774,44.04233676,84.86063031,16.72028472,30.40753563,147.64442,36.00576164,51.44190455,41.85505261,29.49367116,73.35266668,194.2089897,17.18396951,29.54991937,55.51234115,1.137113069,48.82005443,1084.890098,0.27171783,0,0,12.61840918,0.174827157,0,0,3.157958956,24.96761902,41.607,3.580064832,0.692597464,0.226083203,0,0,0.253757418,0,0,0.197099599,12248.89693,19193.3091,470.1593293,1872.315,0,31.20765755,3.120525,0,4.371977434,16.22329064,65.69400295,12.48705814,15.60622455,0.70653708,1.624143891,0.028983436,6553.627564,37.4463,27.98250492,14.56245,0,8.3214,8.3214,12.4821,7.434738187,973.7248764,33.2856,1.456245,332.856,249.642,0.624105,166.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler chicken DHA,g 1%,191.105,5159.835,15608.50088,438.6507825,145.2697882,2878.601721,119.4835541,1979.294471,1031.967,56.758185,16.511472,37.6667955,56.2422015,51.59835,19.607373,33.5389275,38.182779,9.287703,42.310647,54.61849946,105.238746,20.73543161,37.70948797,183.0992011,44.65205113,63.7949719,51.90596904,36.5761715,90.96730283,240.8456131,21.31046394,36.64592694,68.84286798,1.410175166,60.54352045,1345.411566,0.336967137,0,0,15.64854696,0.216809499,0,0,3.916299457,30.96325005,51.59835,4.439768265,0.85891524,0.280373982,0,0,0.314693779,0,0,0.244430362,15190.30141,23802.31886,583.0616393,2321.92575,0,38.70174819,3.86987625,0,5.421847809,20.11909123,81.46951611,15.48565377,19.35384518,0.876202262,2.014159755,0.035943411,8127.391276,46.438515,34.70211942,18.0594225,0,10.31967,10.31967,15.479505,9.220088522,1207.551541,41.27868,1.80594225,412.7868,309.5901,0.77397525,206.3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler chicken DHA,g 1%,207.097,5591.619,16914.64748,475.3578457,157.4262177,3119.488138,129.4821464,2144.925288,1118.3238,61.507809,17.8931808,40.8188187,60.9486471,55.91619,21.2481522,36.3455235,41.3779806,10.0649142,45.8512758,59.18907084,114.045308,22.47060872,40.86508376,198.4212618,48.38861271,69.13344651,56.24955114,39.63692938,98.57960553,260.9999945,23.09376076,39.71252207,74.60375934,1.528181085,65.60990793,1457.997954,0.365165135,0,0,16.95804468,0.234952496,0,0,4.244022232,33.55430886,55.91619,4.811295824,0.930790766,0.303836166,0,0,0.341027904,0,0,0.264884721,16461.45235,25794.13845,631.8532551,2516.22855,0,41.94037803,4.19371425,0,5.875557499,21.8026919,88.28702744,16.78152031,20.97340873,0.949524397,2.182708159,0.038951218,8807.505565,50.324571,37.60605335,19.5706665,0,11.183238,11.183238,16.774857,9.991641625,1308.601562,44.732952,1.95706665,447.32952,335.49714,0.83874285,223.66476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler chicken DHA,g 2%,161.989,4373.703,13230.45158,365.8195805,121.9942107,2384.814526,99.92174995,1632.312286,874.7406,48.110733,13.9958496,31.9280319,47.6733627,43.73703,16.6200714,28.4290695,32.3654022,7.8726654,35.8643646,45.90458035,88.90068319,17.50542698,31.72910714,154.2869657,37.65111412,53.62393434,43.76920296,30.96857267,76.98890307,234.2348346,17.73187766,30.37566623,57.06288766,1.162654908,49.91665071,1109.258905,0.284978657,0,0,13.00285805,0.179563234,0,0,3.277501805,25.62864679,43.73703,3.733549002,0.709959527,0.231783877,0,0,0.262631514,0,0,0.201526851,12778.24218,20670.12038,988.456878,1968.16635,0,32.8027725,3.28027725,0,4.597796671,17.70549327,72.4989383,13.12777102,16.4066828,0.829306486,1.773973937,0.034692212,6889.13025,39.363327,29.60996931,15.3079605,0,8.747406,8.747406,13.121109,7.754225523,10.14699096,34.989624,1.53079605,349.89624,262.42218,0.65605545,174.94812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler chicken DHA,g 2%,166.951,4507.677,13635.72293,377.0252597,125.731102,2457.865472,102.982524,1682.312802,901.5354,49.584447,14.4245664,32.9060421,49.1336793,45.07677,17.1291726,29.2999005,33.3568098,8.1138186,36.9629514,47.31071612,91.6238631,18.04164813,32.70102393,159.0130392,38.80443212,55.26652712,45.10992847,31.917193,79.34720479,241.409848,18.27503539,31.30612481,58.81082146,1.198269015,51.44568306,1143.237401,0.29370804,0,0,13.40115782,0.185063563,0,0,3.377897289,26.41369605,45.07677,3.847913991,0.731706801,0.238883813,0,0,0.270676366,0,0,0.207699963,13169.66158,21303.2815,1018.735002,2028.45465,0,33.8075775,3.38075775,0,4.738635043,18.2478428,74.71970472,13.52989709,16.90924755,0.854709561,1.828313791,0.035754894,7100.156087,40.569093,30.51697329,15.7768695,0,9.015354,9.015354,13.523031,7.991750707,10.45781064,36.061416,1.57768695,360.61416,270.46062,0.67615155,180.30708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler chicken DHA,g 2%,145.4388,3926.8476,11878.71399,328.4442821,109.530225,2141.161208,89.71287808,1465.541117,785.36952,43.1953236,12.56591232,28.66598748,42.80263884,39.268476,14.92202088,25.5245094,29.05867224,7.06832568,32.20015032,41.21457062,79.817819,15.71692086,28.4873866,138.5236723,33.80435003,48.14524851,39.29736189,27.80455492,69.12304957,210.303374,15.92023538,27.27222494,51.23284856,1.043868007,44.81673311,995.9274025,0.255862767,0,0,11.67437339,0.161217498,0,0,2.942643819,23.01020214,39.268476,3.352097282,0.637423909,0.208102827,0,0,0.235798803,0,0,0.180937121,11472.70622,18558.28176,887.4675576,1767.08142,0,29.451357,2.9451357,0,4.12804592,15.89654665,65.0918185,11.78652417,14.73043391,0.744577349,1.592729387,0.031147755,6185.277004,35.3416284,26.58475825,13.7439666,0,7.8536952,7.8536952,11.7805428,6.961986647,9.110286432,31.4147808,1.37439666,314.147808,235.610856,0.58902714,157.073904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler chicken DHA,g 2%,180.734,4879.818,14761.44945,408.1513934,136.1111043,2660.779859,111.4844684,1821.199765,975.9636,53.677998,15.6154176,35.6226714,53.1900162,48.79818,18.5433084,31.718817,36.1106532,8.7836724,40.0145076,51.21655436,99.18806879,19.53111532,35.40072752,172.1407038,42.00801573,59.8291745,48.83407594,34.55218573,85.89788447,261.3399588,19.78377036,33.89066949,63.66607571,1.297194699,55.69289242,1237.619832,0.317955741,0,0,14.50751932,0.200341884,0,0,3.656766887,28.59433572,48.79818,4.165586832,0.792114434,0.258605382,0,0,0.293022638,0,0,0.224847081,14256.9114,23062.01987,1102.838868,2195.9181,0,36.598635,3.6598635,0,5.129843283,19.75433283,80.88835115,14.64688694,18.30522696,0.925271953,1.979254181,0.038706716,7686.324791,43.918362,33.03636786,17.079363,0,9.759636,9.759636,14.639454,8.651526929,11.32117776,39.038544,1.7079363,390.38544,292.78908,0.7319727,195.19272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler chicken DHA,g 2%,175.236,4731.372,14312.4003,395.735266,131.9705505,2579.83788,108.0930667,1765.798145,946.2744,52.045092,15.1403904,34.5390156,51.5719548,47.31372,17.9792136,30.753918,35.0121528,8.5164696,38.7972504,49.65852646,96.17072838,18.93697104,34.32382334,166.9041152,40.73011522,58.00914727,47.34852397,33.50109452,83.28483674,253.3898936,19.18194022,32.85970187,61.72932842,1.257733522,53.99869253,1199.970945,0.308283401,0,0,14.06619482,0.194247405,0,0,3.545526587,27.72448468,47.31372,4.038868028,0.768017999,0.250738503,0,0,0.284108773,0,0,0.218007144,13823.2105,22360.46407,1069.290072,2129.1174,0,35.48529,3.548529,0,4.973791415,19.15339819,78.42769541,14.20132283,17.74837469,0.897124813,1.919044483,0.037529243,7452.503741,42.582348,32.03138844,16.559802,0,9.462744,9.462744,14.194116,8.388344046,10.97678304,37.850976,1.6559802,378.50976,283.88232,0.7097058,189.25488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler chicken DHA,g 2%,167.343,4518.261,13667.73953,377.9105128,126.0263179,2463.636526,103.2243264,1686.262863,903.6522,49.700871,14.4584352,32.9833053,49.2490449,45.18261,17.1693918,29.3686965,33.4351314,8.1328698,37.0497402,47.42180141,91.83899541,18.08400982,32.77780575,159.3864009,38.8955447,55.39629261,45.21584633,31.99213438,79.53351158,241.9766769,18.31794507,31.37963142,58.94890894,1.201082544,51.56647723,1145.921716,0.294397665,0,0,13.43262366,0.185498091,0,0,3.385828572,26.47571526,45.18261,3.856948871,0.733424844,0.239444711,0,0,0.271311913,0,0,0.208187641,13200.58387,21353.30149,1021.126986,2033.21745,0,33.8869575,3.38869575,0,4.749761332,18.29068863,74.89514616,13.56166522,16.94895036,0.856716414,1.832606662,0.035838846,7116.827213,40.664349,30.58862697,15.8139135,0,9.036522,9.036522,13.554783,8.010515292,10.48236552,36.146088,1.58139135,361.46088,271.09566,0.67773915,180.73044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4-6 weeks,B,broiler chicken DHA,g4% ,157.287,4246.749,12846.41573,343.5440304,116.2298255,2208.375474,94.38251441,1496.74498,849.3498,46.714239,13.5895968,31.0012677,46.2895641,42.46749,16.1376462,27.6038685,31.4259426,7.6441482,34.8233418,43.808401,85.72499422,16.85907543,30.35035149,148.0233964,36.17224093,51.18877512,42.05295209,30.00034718,74.5198026,285.8560645,16.57268871,28.15985698,52.89894626,1.065479597,45.74459069,1016.54646,0.275430886,0,0,12.11747808,0.166168476,0,0,3.100484472,23.6863835,42.46749,3.567184239,0.654219482,0.213652205,0,0,0.247009466,0,0,0.18468313,12217.08447,21029.90105,1919.530548,1911.03705,0,31.852898,3.18506175,0,4.468222197,18.45637115,77.07849435,12.74953039,15.93337757,0.973404982,1.852644251,0.041915413,6689.153724,38.220741,29.13906826,14.8636215,0,8.493498,8.493498,12.740247,7.6441482,9.7675227,33.973992,1.48636215,339.73992,254.80494,0.63701235,169.86996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4-6 weeks,B,broiler chicken DHA,g4% ,168.0197,4536.5319,13723.009,366.9862412,124.1609313,2359.067086,100.8228382,1598.877482,907.30638,49.9018509,14.51690208,33.11668287,49.44819771,45.365319,17.23882122,29.48745735,33.57033606,8.16575742,37.19956158,46.79772895,91.57455996,18.00947819,32.42135048,158.1239813,38.64050474,54.6817133,44.92249451,32.04746313,79.6047663,305.3618558,17.70354947,30.08138449,56.50858037,1.138184098,48.86603727,1085.911939,0.294225301,0,0,12.94433127,0.177507216,0,0,3.312050397,25.30265724,45.365319,3.810596081,0.69886107,0.228231064,0,0,0.263864505,0,0,0.197285244,13050.73444,22464.90597,2050.512419,2041.439355,0,34.02642537,3.402398925,0,4.773117632,19.71576764,82.33805399,13.61951256,17.02061404,1.039826643,1.979062041,0.04477557,7145.597551,40.8287871,31.12741363,15.87786165,0,9.0730638,9.0730638,13.6095957,8.16575742,10.43402337,36.2922552,1.587786165,362.922552,272.191914,0.680479785,181.461276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4-6 weeks,B,broiler chicken DHA,g4% ,144.088,3890.376,11768.3874,314.7149621,106.4762065,2023.055976,86.46224886,1371.143137,778.0752,42.794136,12.4492032,28.3997448,42.4050984,38.90376,14.7834288,25.287444,28.7887824,7.0026768,31.9010832,40.13214622,78.53123887,15.44431809,27.80345131,135.6017671,33.13678722,46.89318399,38.52400873,27.48281819,68.26634952,261.8679778,15.181964,25.79677579,48.45984327,0.976068106,41.90585734,931.2412742,0.252317645,0,0,11.10061977,0.152224172,0,0,2.840302165,21.69870127,38.90376,3.267838046,0.599319567,0.195723225,0,0,0.226281256,0,0,0.169185138,11191.86752,19265.14195,1758.449952,1750.6692,0,29.17990913,2.917782,0,4.093263905,16.9075741,70.6103244,11.67963236,14.59630171,0.891720086,1.69717653,0.038398011,6127.822272,35.013384,26.69381492,13.616316,0,7.780752,7.780752,11.671128,7.0026768,8.9478648,31.123008,1.3616316,311.23008,233.42256,0.5835564,155.61504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4-6 weeks,B,broiler chicken DHA,g4% ,167.73,4528.71,13699.34775,366.3534826,123.9468527,2354.999576,100.6489992,1596.120693,905.742,49.81581,14.491872,33.059583,49.362939,45.2871,17.209098,29.436615,33.512454,8.151678,37.135422,46.71704018,91.41666686,17.9784262,32.3654495,157.8513436,38.57388069,54.58743095,44.84503903,31.99220681,79.46751155,304.8353501,17.67302497,30.02951809,56.41114813,1.136221638,48.78178233,1084.039607,0.293717996,0,0,12.92201262,0.177201157,0,0,3.306339751,25.25903034,45.2871,3.804025841,0.697656092,0.227837548,0,0,0.263409549,0,0,0.196945084,13028.23233,22426.17192,2046.97692,2037.9195,0,33.96775692,3.3965325,0,4.76488781,19.68177366,82.1960865,13.59602976,16.99126705,1.038033771,1.975649738,0.044698368,7133.277093,40.75839,31.07374367,15.850485,0,9.05742,9.05742,13.58613,8.151678,10.416033,36.22968,1.5850485,362.2968,271.7226,0.6793065,181.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4-6 weeks,B,broiler chicken DHA,g4% ,172.9738,4670.2926,14127.63512,377.806916,127.8218453,2428.624728,103.7956231,1646.020757,934.05852,51.3732186,14.94493632,34.09313598,50.90618934,46.702926,17.74711188,30.3569019,34.56016524,8.40652668,38.29639932,48.17757089,94.27465719,18.54049185,33.37730155,162.7863038,39.77982903,56.29401635,46.24704473,32.99239005,81.95193138,314.3655212,18.22554275,30.96834112,58.17474903,1.171743721,50.30686377,1117.930306,0.302900602,0,0,13.32599789,0.182741057,0,0,3.409706975,26.04871199,46.702926,3.922952394,0.719467152,0.234960511,0,0,0.271644611,0,0,0.203102245,13435.53838,23127.28896,2110.972255,2101.63167,0,35.02970245,3.50271945,0,4.913854118,20.29709164,84.76581069,14.02108706,17.52247081,1.070486173,2.037415147,0.046095788,7356.287159,42.0326334,32.04521267,16.3460241,0,9.3405852,9.3405852,14.0108778,8.40652668,10.74167298,37.3623408,1.63460241,373.623408,280.217556,0.70054389,186.811704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4-6 weeks,B,broiler chicken DHA,g4% ,178.6597,4823.8119,14592.031,390.225978,132.023535,2508.45715,107.207536,1700.12785,964.76238,53.0619309,15.43619808,35.21382687,52.57954971,48.238119,18.33048522,31.35477735,35.69620806,8.68286142,39.55525758,49.76123761,97.37360208,19.14994474,34.47446192,168.137326,41.08744978,58.14448242,47.76725225,34.07689782,84.64581037,324.6991724,18.82464281,31.98631547,60.08703751,1.210260639,51.96052344,1154.678299,0.312857385,0,0,13.7640428,0.188748021,0,0,3.521788995,26.90497098,48.238119,4.051905536,0.743117082,0.242684004,0,0,0.280573964,0,0,0.209778511,13877.18404,23887.51653,2180.362979,2170.715355,0,36.18117964,3.617858925,0,5.075379638,20.96428652,87.55218599,14.48198055,18.09845987,1.105674608,2.104387941,0.047611023,7598.099001,43.4143071,33.09858535,16.88334165,0,9.6476238,9.6476238,14.4714357,8.68286142,11.09476737,38.5904952,1.688334165,385.904952,289.428714,0.723571785,192.952476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-6 weeks,B,broiler chicken DHA,G Control,114.9984,3104.9568,18656.7921,517.7536315,177.5032028,3284.445691,143.0080741,2205.009041,1284.4278,70.431066,20.2958892,46.3221288,69.2435304,63.51318,25.2964728,41.354388,46.8014544,11.4607008,52.0524792,67.00379753,132.3338789,25.54183658,46.5168288,227.476757,55.65628111,78.31053754,64.70863256,45.47673538,113.0323873,329.802089,24.98134437,42.16617627,79.21567457,1.568785543,67.35319264,1496.737614,0.426046739,0,0,18.13091902,0.246980742,0,0,4.704359985,35.16236794,62.09676,5.461604966,0.968428304,0.316359577,0,0,0.372785943,0,0,0.271922827,18716.54759,27943.542,0.000323083,2794.3542,0,46.57597054,4.657257,0,6.522073088,23.28737366,93.15828277,18.63436323,23.28941522,0.883595934,2.328976524,0.037258056,9781.045951,57.303504,43.190084,23.150286,0,12.419352,12.419352,18.629028,9.380936961,1122.399489,55.343088,1.75200165,479.103616,330.0936257,0.8464662,266.0965393,114.9984,39.45,250.6082473,1.666929755,3.10989183,552.6516309,74.64348262,63.1928322,24.59028815,,0.159484877,0.3864,0.65263,1.45255,1.97747,0.4587,2.628,0.63624339,1.923046767,2.719803771,0.436488136,0.280054848,0.811179221,5.865,0.373408449,4161.177,,,,2691.863,,6.597675,0.403831743,3909.342885,0.890243902,2384.006234,
2,1-6 weeks,B,broiler chicken DHA,G Control,108.924,2940.948,17664.38037,490.5305522,168.3783665,3107.846879,135.5570163,2084.547056,1219.16421,66.8401065,19.2499173,43.9361577,65.6814501,60.245127,24.0626052,39.2306409,44.3817306,10.8726462,49.3724808,63.56822607,125.6557496,24.23818192,44.14021578,215.9078633,52.83170389,74.29686029,61.42499606,43.17074069,107.2976463,312.2498287,23.65752096,39.90251493,74.96284307,1.483000643,63.67016092,1414.892465,0.404621792,0,0,17.16590131,0.233686902,0,0,4.459829794,33.26581871,58.81896,5.182065196,0.9159445,0.299223096,0,0,0.35323145,0,0,0.257053445,17759.58022,26468.532,0.000305608,2646.8532,0,44.11743682,4.411422,0,6.177802766,22.05814234,88.24088662,17.65074705,22.06007564,0.837800258,2.206041423,0.035291376,9264.751204,54.363231,41.0364859,22.012803,0,11.763792,11.763792,17.645688,8.786051231,1043.647646,52.759836,1.634378918,452.7596179,310.1344547,0.79671438,253.107206,108.924,41.95,175.9143579,2.416055925,2.858007892,893.8748029,54.92878318,70.78177196,23.06518528,,0.148822085,1.10648,1.70729,5.93895,6.71992,1.21699,6.65521,0.44838645,2.447180762,3.024800611,0.610644488,0.097034129,0.912966839,6.1103,0.435325053,3669.466,0.764,1425.467,0.516,1864.775,0.217,6.7716,0.397308858,3205.350629,0.879573171,1861.827031,
3,1-6 weeks,B,broiler chicken DHA,G Control,103.4575,2793.3525,16777.66298,465.9155,159.9347054,2951.787777,128.7565511,1979.82083,1158.04755,63.4890825,18.2845215,41.732766,62.387658,57.223935,22.857741,37.263402,42.155748,10.327446,46.896489,60.38071368,119.3578746,23.02296469,41.9271157,205.084126,50.18334432,70.57142456,58.34587951,41.00672129,101.9190516,296.5752508,22.47009557,37.89892458,71.19879363,1.408493512,60.47132146,1343.807143,0.384344153,0,0,16.30419089,0.221952039,0,0,4.236109955,31.59522989,55.86705,4.92223356,0.869939552,0.284194315,0,0,0.335507386,0,0,0.244138875,16869.13195,25140.1725,0.00029026,2514.01725,0,41.90334277,4.19002875,0,5.867761271,20.95112432,83.81239691,16.7649203,20.95296057,0.795777031,2.095328235,0.03352023,8799.787021,51.63723,38.98043662,20.9103525,0,11.17341,11.17341,16.760115,8.342406934,990.7417354,50.12118,1.551673463,430.0086614,294.5011775,0.75659265,240.4333332,103.4575,40.78,65.03565281,,2.830513519,689.961603,75.42858127,76.0258146,18.64238695,,0.180810463,0.514,0.70199,2.17287,3.42679,0.59123,2.85943,0.614467344,2.550978108,2.733621377,0.403441327,0.123864008,0.968338834,6.638635,0.400217582,3182.616856,0.762910798,1081.978912,0.435629,1404.308491,0.181822624,6.235515,0.395961307,3277.671524,0.87347561,1697.09339,
4,1-6 weeks,B,broiler chicken DHA,G Control,113.1755,3055.7385,18358.86533,509.6065076,174.7892014,3231.279045,140.7836845,2168.592605,1265.0796,69.365457,19.9845684,45.6120801,68.1838533,62.54091,24.9349806,40.7228985,46.0806138,11.2858866,51.2550234,65.98268749,130.3579048,25.15486404,45.81116353,224.0461392,54.81918413,77.11774044,63.73551729,44.79349108,111.3329706,324.5320911,24.58432628,41.4849604,77.9358316,1.542845957,66.23951976,1471.989328,0.419713695,0,0,17.84116985,0.242977398,0,0,4.631406676,34.5909264,61.11477,5.378562433,0.952594954,0.311190504,0,0,0.366937557,0,0,0.267426633,18432.34515,27501.6465,0.000317814,2750.16465,0,45.83942266,4.58360775,0,6.418933757,22.91911063,91.68508902,18.33968393,22.92111971,0.869944102,2.292146688,0.036668862,9626.370274,56.429433,42.55504607,22.8163095,0,12.222954,12.222954,18.334431,9.194693646,1097.236957,54.596376,1.7147403,471.1264347,323.9101246,0.83115315,262.2901084,113.1755,40.58,84.53053569,,2.808340637,393.2458013,56.73160231,76.0258146,30.53818935,,0.323691886,0.28991,0.69164,1.95036,2.61276,0.82051,4.66448,0.798758861,3.844779334,4.005774083,0.388636382,0.114800683,1.066861901,6.062535,0.373091993,3637.523826,0.75528169,1523.288666,0.557125077,2042.344698,0.237205942,6.039,0.397138466,,0.853658537,,
5,1-6 weeks,B,broiler chicken DHA,G Control,112.0793,3026.1411,18164.18843,504.9071369,173.6386367,3192.827178,139.6365643,2138.568376,1258.4455,68.97455775,19.84719429,45.30140622,67.72947678,62.12245914,24.9182325,40.45958003,45.74667132,11.21403528,50.90842386,65.56798997,129.7760483,25.01002297,45.5420789,222.8480319,54.53923433,76.63669046,63.41081092,44.56909578,110.7681712,321.0706341,24.33474133,40.99914049,77.02271448,1.521306714,65.31476823,1451.439294,0.418006761,0,0,17.65069967,0.240054679,0,0,4.594950277,34.1661481,60.5228274,5.345866164,0.940343211,0.307207153,0,0,0.36365642,0,0,0.263693164,18322.50179,27235.27233,0.000313804,2723.527233,0,45.39542396,4.539212055,0,6.356760819,22.69712432,90.79704451,18.16206232,22.69911283,0.863391362,2.269947225,0.036313696,9533.134529,56.0701764,42.42257651,22.78262133,0,12.10456548,12.10456548,18.15684822,8.88465182,1043.379569,54.81678888,1.642408516,464.226508,315.1544107,0.811864507,262.0915053,112.0793,44.14,419.4226695,3.423159319,3.336942141,367.3620824,70.0201239,,24.43777786,,0.106170913,0.66834,1.11429,5.02433,8.27137,2.5194,0.59558,0.819025889,3.882627492,3.086124917,0.576011077,0.107564494,0.798988578,6.734445,0.405170222,3919.041057,0.769953052,1422.284708,0.477746043,1847.81326,0.190301232,6.0288,0.346574961,3224.832992,0.903963415,1686.901128,
6,1-6 weeks,B,broiler chicken DHA,G Control,99.57538,2688.53526,16136.12171,448.6004704,154.3185866,2835.942474,124.078848,1899.122735,1118.58435,61.3062864,17.63832618,40.25991627,60.19297191,55.209708,22.15968462,35.95826115,40.65372126,9.96652782,45.24318018,58.27437751,115.3626458,22.22923193,40.47788532,198.07894,48.47856506,68.11216937,56.36436194,39.61677069,98.45942065,285.2205581,21.61877976,36.41712814,68.41471175,1.350955935,58.00104148,1288.912033,0.371597181,0,0,15.6798426,0.213219092,0,0,4.083122174,30.34590207,53.770689,4.751311122,0.835146975,0.272841692,0,0,0.323111644,0,0,0.234165695,16284.92445,24196.81005,0.000278706,2419.681005,0,40.33095073,4.032801675,0,5.64757827,20.16495396,80.66740801,16.13584025,20.16672052,0.767246905,2.016704132,0.032262413,8469.58496,49.8326391,37.71641805,20.25876015,0,10.7541378,10.7541378,16.1312067,7.872391993,922.8572435,48.7726272,1.453865963,412.2131155,279.4593201,0.720219195,233.0748106,99.57538,40.81,120.3300304,2.083662194,3.185279629,725.3149751,65.48399837,77.39011837,25.04781901,,0.251184895,0.54241,0.854,2.28457,2.19302,0.49772,2.62031,0.737309847,2.92347033,2.574386008,0.656389923,0.173313358,1.714362212,6.42128,0.428154075,3364.154534,0.774647887,1409.510523,0.530207046,1812.827577,0.22951116,6.1491,0.407846328,4418.570543,0.879573171,2191.855046,
