1,1,1,2,0,1,14.24,1.04,1.53,1.01,16.18
1,1,1,2,0,1,10.05,0.75,1,0.97,16.87
1,1,1,2,0,1,9.74,1,1.22,0.4,15.76
1,1,1,2,0,1,9.8,0.16,2.45,0.72,21.6
1,1,1,2,0,1,11.23,1.11,1.83,0.92,21.8
1,1,1,2,0.25,1,11.54,0.79,1.09,0.62,12.9
1,1,1,2,0.25,1,13.58,1.51,1.77,1.13,12.22
1,1,1,2,0.25,1,7.99,0.34,1.14,0.72,16.56
1,1,1,2,0.25,1,7.33,0.55,2.22,1.08,21.53
1,1,1,2,0.5,1,11.64,1.63,2.12,0.63,17.57
1,1,1,2,0.5,1,12.7,1.01,2.49,1.16,22.16
1,1,1,2,0.5,1,14.28,1.23,2.55,1,20.42
1,1,1,2,1,1,7.93,0.83,1.45,0.91,14.12
1,1,1,2,1,1,9.64,2.42,0.96,0.65,14.04
1,1,1,2,1,1,7.51,1.17,1.11,0.36,13.76
1,1,1,2,1,1,7.6,0.59,1.12,0.34,13.38
2,1,1,1,0,1,80.7,0.045,0.36,0.134,6.27
2,1,1,1,0,1,123.88,0.407,0.318,0.114,4.28
2,1,1,1,0,1,111.44,0.096,0.563,0.105,7.21
2,1,1,1,0,1,112.64,0.313,0.635,0.258,9.69
2,1,1,1,0,1,132.37,0.083,0.715,0.276,8.68
2,1,1,1,0,1,132.28,0.282,0.74,0.322,7.15
2,1,1,1,0.25,1,116.18,0.251,0.688,0.301,9.22
2,1,1,1,0.25,1,152.52,0.101,0.769,0.333,9.59
2,1,1,1,0.5,1,116.68,0.289,0.57,0.136,8.1
2,1,1,1,0.5,1,98.73,0.468,0.405,0.205,5.2
2,1,1,1,0.5,1,139.42,0.011,0.751,0.214,7.32
2,1,1,1,0.5,1,123.69,0.251,0.413,0.305,6.45
2,1,1,1,0.5,1,120.85,0.311,0.352,0.266,4.58
2,1,1,1,1,1,91.42,0.121,0.317,0.078,4.54
2,1,1,1,1,1,116.27,0.265,0.647,0.197,8.99
2,1,1,1,1,1,91.21,0.384,0.539,0.253,4.79
2,1,1,1,1,1,107.1,0.2,0.454,0.274,6
1,1,2,1,0,1,106.09,0.83,4.64,0.87,11.06
1,1,2,1,0,1,134.73,2.3,2.14,1.55,3.3
1,1,2,1,0,1,131.33,1.07,3.98,1.16,4.08
