pen,time period,Species,Study,Diet,"average 
feed intake, g/d","average feed intake, g","ME, kcal/kg",Overall,NDF,ADF,NFC,Crude fiber,Starch,CP,Arginine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Threonine,Tryptophan,Valine,Alanine,Aspartic acid,Cystine,Met + Cys,Glutamic acid,Glycine,Proline,Serine,Tyrosine,Phe + Tyr,Ether extract,SFA,MUFA,PUFA,n-3 PUFA,n-6 PUFA,n-3/n-6 ratio,C14,C15:0,C15:1,C16:0,C16:1,C17:0,C17:1,C18:0,C18:1,"C18:2 cis n-6
LA","C18:3 cis n-3
ALA",C20:0,C20:1,"C20:4n-6
ARA","C20:5n-3
EPA",C22:0,C22:1,"C22:6n-3
DHA",C24:0,Ash,Vitamin A IU/kg,"beta-
carotene",Vitamin D3 IU/kg,25(OH)D3,Vitamin E IU/kg,Vitamin K ppm,"Astaxanthin
AST %",Thiamin ppm,Riboflavin ppm,Niacin ppm,"Pantothenic
acid ppm",Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,Calcium,"(Total)
Phosphorus","(Inorganic)
available P",Ca:P ratio,Na,Cl,K,Mg,S,Cu ppm,I ppm,Fe,Mn,Se,Zn,"average 
feed intake, g/d",bodyweightgain,akp,alt,gluclose,nefa,pip,tc,tg,trap,uric acid,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,mTOR,S6K1,4E-BP1,MURF1,MAFbx,AMPK,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS,COHESIVENESS,GUMMINESS,RESILIENCE,PH,WHC,HARDNESS,SPRINGINESS,CHEWINESS
3,1-6 weeks,broiler chicken,broiler DHA,g4% ,96.85869,2615.18463,15701.26762,,,,,,,1086.27365,59.54405175,17.13917961,39.11969088,58.48501752,53.64368586,21.4833951,34.93539547,39.50872848,9.68266332,43.96102254,0,0,0,0,0,0,0,0,0,0,349.7959699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3036926,0,0,0,0,0,0,0,0,0,0,25900788.58,2364126.967,2353666.167,0,39230.51208,3922.776945,0,5503.133771,22731.42783,94931.23557,15702.6282,19623.8367,1198.864323,2281.76471,51.61570464,8238497.836,48.4133166,37.55846808,19.64628567,0,10.46073852,10.46073852,15.69110778,7.806672756,12.43184728,47203.7606,1431.981246,401712.3541,273628.1756,704.1617162,225968.7879,96.85869,38.92,72.29591059,,2.678851007,487.6266786,64.37904471,49.37925647,24.89530872,,0.127496499,0.27747,0.77229,3.24477,4.28748,1.15597,3.99227,0.406619384,1.402557715,1.825658502,0.352991562,0.063168434,0.52248359,6.6138,0.404259249,6074.643533,0.779929577,2339.410791,0.492743657,2993.131397,0.190543093,6.586365,0.432493621,6688.118308,0.891768293,3901.536979
4,1-6 weeks,broiler chicken,broiler DHA,g4% ,114.9584,3103.8768,18627.34626,,,,,,,1291.922463,70.80387863,20.36853122,46.49194692,69.51148488,63.75660039,25.60432545,41.52574253,46.94481792,11.50976898,52.24683141,0,0,0,0,0,0,0,0,0,0,415.0113509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0775549,0,0,0,0,0,0,0,0,0,0,30740805.19,2805905.559,2793489.971,0,46561.41694,4655.816618,0,6531.490457,26979.20988,112670.8041,18636.94543,23290.89571,1422.893278,2708.153531,61.26047241,9778007.026,57.5488449,44.68742922,23.40618971,0,12.41551098,12.41551098,18.62326647,9.159105294,14.78155127,56379.27025,1673.198388,475673.3809,322101.2546,830.4280155,269303.4278,114.9584,43.54,97.13869738,2.093584395,2.725857516,372.096909,64.96059927,55.43335448,19.40493839,,,0.34616,0.6699,2.36228,1.84423,0.35196,3.69519,0.571765287,2.020944985,2.081689157,0.463946048,0.197641584,1.33453854,6.842385,0.433875594,5190.867577,0.806338028,2416.165163,0.591129128,3000.323009,,6.1568,0.387262141,6757.044548,0.841463415,3619.716163
5,1-6 weeks,broiler chicken,broiler DHA,g4% ,116.1581,3136.2687,18830.23153,,,,,,,1302.575445,71.40131235,20.55280257,46.91111598,70.13315934,64.3276485,25.75834938,41.8930839,47.37814524,11.61102168,52.71662682,0,0,0,0,0,0,0,0,0,0,419.5021736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.725401,0,0,0,0,0,0,0,0,0,0,31061618.58,2835188.199,2822643.045,0,47047.34009,4704.405075,0,6599.653991,27260.74987,113846.6429,18831.4359,23533.96027,1437.742562,2736.414894,61.9003573,9880049.588,58.0551084,45.03622082,23.55613785,0,12.5450802,12.5450802,18.8176203,9.36787518,14.90751648,56590.3074,1718.720404,481814.2488,328291.9375,844.7532469,270934.6022,116.1581,44.38,117.5859204,2.698838651,2.956455488,87.37600138,60.19185191,73.38247603,27.48798361,,0.178677904,0.47629,0.69071,3.04442,1.60295,0.38613,3.54327,0.475807766,2.851682383,2.472604283,0.184350127,0.090907716,1.02897262,6.342945,0.410546894,,0.809859155,,0.463066538,,0.176084848,,0.405960947,5122.976062,0.87804878,2925.960337
6,1-6 weeks,broiler chicken,broiler DHA,g4% ,118.5899,3201.9273,19229.4484,,,,,,,1328.17158,72.8124309,20.96633808,47.85414687,71.54002971,65.618559,26.23068522,42.73106535,48.33652806,11.84294142,53.77561758,0,0,0,0,0,0,0,0,0,0,428.3786078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.038519,0,0,0,0,0,0,0,0,0,0,31711874.61,2894541.132,2881733.355,0,48032.2502,4802.888925,0,6737.813957,27831.42692,116229.9515,19225.65691,24026.62877,1467.840744,2793.699399,63.19653801,10086881.53,59.2147071,45.90953529,23.99352165,0,12.8077038,12.8077038,19.2115557,9.63088542,15.20287137,57551.95798,1771.286265,492596.2442,336836.7741,865.7823688,275909.4125,118.5899,44.16,47.48326982,,2.7365005,108.8405487,60.94787283,78.07227026,23.82773671,,0.202136048,0.71472,0.82446,3.01902,2.57338,0.92954,5.95567,0.480742783,1.633322938,1.973383768,0.209235007,0.08578747,0.704691367,6.49295,0.381606354,10128.79476,0.789906103,4126.872315,0.51375416,5225.477259,0.186928733,6.65511,0.387029518,7100.908266,0.862804878,4400.55319
1,1- 6 weeks,broiler chicken,broiler AST,control,163.26947,4408.27569,13067.6238,0,0,0,0,0,0,929.3657288,59.37672168,23.21756414,36.07667991,73.85045256,49.34816016,25.7591931,42.11856746,34.52095108,10.39518834,39.74798281,0,0,14.14146445,0,0,0,0,0,31.26728811,0,191.3969248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.96266481,0,0,0,0,0,0,0,0,0,0,0,2323.23576,0,0,24453.99956,0,0,13785.25137,7845.742149,94616.43572,38449.98065,22541.14344,555.8204265,2510.922397,0,5812525.142,41.33467165,31.61544295,18.40532549,0,8.529935093,13.76393172,42.51012526,7.831096479,9.27106054,25227.65678,0,1122091.382,82387.39421,1580.174359,115487.6437,163.27,48.05294,34.32769,3.220096,9.428383,1040.297,0.9712942,65.4929,18.29792,0.3800962,241.8965,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,broiler chicken,broiler AST,control,149.53374,4037.41098,4127.848485,0,0,0,0,0,0,850.3170678,54.31891832,21.24426176,33.00750084,67.58861417,45.14150254,23.55392718,38.53674105,31.5892034,9.509441378,36.36907111,0,0,12.94234933,0,0,0,0,0,28.60537382,0,175.3503056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.35511319,0,0,0,0,0,0,0,0,0,0,0,2129.367535,0,0,22412.66753,0,0,12627.60292,7182.238776,86670.66876,35199.01755,20643.96334,508.6689691,2297.206344,0,5319392.315,37.82786833,28.93494292,16.84193985,0,7.811638752,12.60615527,38.8963332,7.165184584,8.485168833,23076.73173,0,1026438.646,75380.1884,1445.359886,105576.3096,149.53,43.86638,50.06234,,,869.7522,1.077493,54.29802,15.16579,0.3551902,277.7672,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,broiler chicken,broiler AST,control,169.15351,4567.14477,4258.090842,0,0,0,0,0,0,957.633945,61.13776198,23.9328831,37.1702513,76.21573078,50.79295356,26.45614631,43.40352072,35.59815992,10.70187006,40.96859626,0,0,14.59408854,0,0,0,0,0,32.20362743,0,198.630816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.02369069,0,0,0,0,0,0,0,0,0,0,0,2416.563841,0,0,25432.07069,0,0,14294.74881,8107.593977,98112.61933,39737.47913,23348.57876,573.482757,2586.413576,0,5996965.335,42.64638853,32.62922359,18.9779353,0,8.833223153,14.26101115,43.81510554,8.070349152,9.569259775,25963.79411,0,1154939.506,84895.66886,1625.750807,118464.7671,169.15,51.83524,42.5391,3.430622,10.3016,919.4005,0.9712942,57.97193,18.00536,0.5410957,96.93938,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,broiler chicken,broiler AST,control,170.54776,4604.78952,4498.609165,0,0,0,0,0,0,967.6496352,61.79556825,24.17946822,37.56054322,76.96425694,51.34714453,26.76819587,43.85589801,35.95936628,10.81768074,41.39233567,0,0,14.73754077,0,0,0,0,0,32.5464451,0,200.1314823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.61231665,0,0,0,0,0,0,0,0,0,0,0,2432.582367,0,0,25602.38429,0,0,14407.41757,8182.910191,98886.25182,40104.90156,23543.02862,579.1718836,2613.824845,0,6056565.044,43.07017863,32.94918956,19.17120161,0,8.90770495,14.37813386,44.26847238,8.154323634,9.662724585,26248.08803,0,1167542.424,85782.62551,1643.769991,119922.5207,170.55,52.5824,,0.5598086,9.888184,389.1682,0.9297105,72.4944,18.03978,0.3987757,105.0471,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,broiler chicken,broiler AST,control,176.07054,4753.90458,18709.2608,0,0,0,0,0,0,1006.580498,64.34738628,25.1389681,39.07717959,79.88716598,53.49494891,27.97138342,45.61471595,37.36643286,11.26676521,43.04071287,0,0,15.29766969,0,0,0,0,0,33.87731721,0,206.1235546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.97452159,0,0,0,0,0,0,0,0,0,0,0,2497.397762,0,0,26290.76624,0,0,14855.51464,8478.276597,101962.9612,41546.35085,24312.567,601.3705781,2720.272719,0,6289088.823,44.72357631,34.1987641,19.92386432,0,9.202150162,14.84221826,46.0320506,8.480850375,10.02784556,27349.62172,0,1216385.451,89230.4766,1713.530301,125528.4857,176.07,45.18016,52.37325,2.129187,8.75885,622.7104,0.9904867,53.09346,17.31698,0.4597064,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,broiler chicken,broiler AST,control,198.24097,5352.50619,19754.18654,0,0,0,0,0,0,1127.860121,72.05351272,28.17737953,43.78154397,89.63647425,59.88182071,31.25139409,51.11469235,41.89692535,12.61435892,48.2386458,0,0,17.16426325,0,0,0,0,0,37.94376349,0,232.4299264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.89960273,0,0,0,0,0,0,0,0,0,0,0,2821.910581,0,0,29702.50081,0,0,16739.37026,9523.976453,114892.235,46675.04109,27368.80524,674.6154694,3047.109966,0,7054802.435,50.16890285,38.37358404,22.33774094,0,10.35655394,16.71221078,51.59076643,9.50378144,11.25294932,30612.38171,0,1361608.079,99983.98865,1917.396938,140095.0098,198.24,56.034525,52.63283,0.7559808,9.214617,717.5073,1.184971,57.08356,15.57882,0.5419852,164.5041,,,,,,,,,,,,,,,,,,,,,,,,,
1,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,60.78065,1641.07755,4759.285721,0,0,0,0,0,0,377.4635908,24.3871535,9.374910856,14.6752756,29.27742872,20.38159632,10.98374058,17.08335407,13.85685907,4.279305328,16.07374084,0,0,5.60806744,0,0,0,0,0,12.7878966,0,69.22590251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.09813595,0,0,0,0,0,0,0,0,0,0,0,807.016296,0,0,8520.343353,0,0,5055.372214,3046.693293,34702.8823,14905.57917,8421.090983,221.1909965,1025.135195,0,2314712.971,16.46000783,12.5264434,7.398336663,0,3.200288305,5.117637979,17.19347103,3.174246046,3.667808324,10434.29928,0,463465.9748,33447.78619,656.7789284,50133.27807,60.78,34.04614,50.57188,1.416268,,433.2667,0.9956048,56.13497,14.15043,0.4645987,312.4095,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,168.69915,4554.87705,17908.29382,0,0,0,0,0,0,959.4747559,61.21500472,23.92100617,37.05217621,76.25982821,51.01653631,26.62584021,43.54593671,35.46342361,10.69884348,41.00325948,0,0,14.53587176,0,0,0,0,0,32.39506227,0,197.4199669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.40829715,0,0,0,0,0,0,0,0,0,0,0,2393.579488,0,0,25192.78428,0,0,14185.68028,8062.866461,97364.51165,39515.67208,23186.07206,570.8619691,2577.225639,0,5969721.554,42.68555703,32.69938206,18.9884581,0,8.830816196,14.21283527,43.71550126,8.115661985,9.527685995,26083.41593,0,1239370.364,86272.82744,1621.160187,132837.4628,168.70,48.74442,33.4847,2.511962,10.8098,970.2488,1.219517,55.17885,22.41099,0.5753414,170.8921,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,179.03553,4833.95931,22011.00156,0,0,0,0,0,0,1015.146008,64.73696457,25.31247453,39.19235845,80.75561191,53.94610809,28.12081631,46.07728524,37.53039239,11.3127216,43.38798817,0,0,15.39011451,0,0,0,0,0,34.27044512,0,209.7027306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.51716817,0,0,0,0,0,0,0,0,0,0,0,2545.667768,0,0,26790.94909,0,0,15060.30519,8542.985251,103367.0822,41871.26847,24600.09874,604.3173976,2725.660705,0,6319417.432,45.19492735,34.62981263,20.09726597,0,9.370062253,15.08397591,46.25243027,8.588369559,10.08839847,27579.88286,0,1313646.937,91326.91489,1713.360025,140753.5708,179.04,51.97592,36.80812,,8.89195,1478.432,1.036549,56.0898,,0.3934387,259.3405,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,193.11177,5214.01779,23846.07011,0,0,0,0,0,0,1099.651381,70.1711067,27.41430217,42.46952936,87.37088577,58.4829458,30.53710777,49.90587328,40.64056891,12.26485837,46.99132827,0,0,16.65489964,0,0,0,0,0,37.12971148,0,225.9091616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13737977,0,0,0,0,0,0,0,0,0,0,0,2737.639037,0,0,28815.16691,0,0,16236.17703,9235.58435,111438.4614,45262.00643,26544.17178,654.1214348,2954.221648,0,6840465.985,48.90786978,37.46253536,21.75961213,0,10.10951224,16.26945858,50.10202788,9.300563142,10.91628725,29901.36962,0,1419429.694,98856.43395,1858.802754,152155.6621,193.11,49.43394,58.5485,2.019139,8.3898,745.5563,1.198406,48.38062,,0.5713387,112.6635,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,208.06424,5617.73448,23064.99006,0,0,0,0,0,0,1182.833208,75.46030916,29.49023187,45.6759952,94.02461194,62.88760471,32.81564267,53.6838999,43.7206195,13.18828012,50.54946196,0,0,17.92155507,0,0,0,0,0,39.93566203,0,243.5186557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.4250721,0,0,0,0,0,0,0,0,0,0,0,2953.032829,0,0,31080.67485,0,0,17496.76417,9941.930973,120090.309,48725.30099,28595.30015,703.8108635,3176.996746,0,7359991.634,52.62798298,40.31718455,23.41002589,0,10.89113147,17.52938005,53.89221358,10.00523537,11.74700121,32152.55264,0,1528288.641,106364.7046,1998.236936,163796.4842,208.06,59.79557,,,10.3984,644.7597,0.6379845,60.62196,19.10676,0.5197477,107.7497,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,broiler chicken,broiler AST,0.5% P-1,172.91212,4668.62724,18655.56415,0,0,0,0,0,0,987.8304488,63.06626422,24.62300521,38.1608439,78.41347428,52.56730783,27.48311391,44.82624033,36.49839181,11.02475434,42.20713121,0,0,14.95018147,0,0,0,0,0,33.35845676,0,202.0870581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.27087397,0,0,0,0,0,0,0,0,0,0,0,2445.6976,0,0,25744.98305,0,0,14532.25499,8283.82312,99743.93782,40594.95904,23774.42254,587.264033,2654.945525,0,6141470.223,43.90103559,33.6190527,19.53969415,0,9.053927414,14.56734655,45.00681969,8.352947272,9.798135242,26878.18278,0,1272663.379,88754.36384,1671.699208,136469.2449,172.91,43.12299,55.18156,4.272727,10.40042,629.1602,1.305244,72.6525,,0.4116734,330.3449,,,,,,,,,,,,,,,,,,,,,,,,,
1,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,189.21221,5108.72967,20078.81558,0,0,0,0,0,0,1079.711694,69.0491529,27.00337934,42.02108355,85.75328555,57.35636264,29.96361978,48.91718694,40.17416814,12.10190269,46.20851954,0,0,16.44759867,0,0,0,0,0,36.26979616,0,221.7580919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.46213761,0,0,0,0,0,0,0,0,0,0,0,2689.848998,0,0,28315.84149,0,0,15990.8901,9120.296959,109755.604,44693.35561,26165.28689,646.7219778,2924.510978,0,6763314.559,47.99300478,36.68372629,21.38473506,0,9.889743331,15.95373607,49.46687461,9.076001099,10.78315608,29298.11956,0,1253980.768,95005.62768,1841.775327,125645.5027,189.21,52.840685,15.88746,,8.61365,439.1165,1.113319,71.45547,17.55791,0.3609719,215.6077,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,173.30297,4679.18019,20880.43761,0,0,0,0,0,0,992.792865,63.52705406,24.82490242,38.6491478,78.76218369,52.77713089,27.61339619,44.97374154,36.92760057,11.13600595,42.48144844,0,0,15.1097798,0,0,0,0,0,33.35595828,0,202.8809234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.62195279,0,0,0,0,0,0,0,0,0,0,0,2456.947902,0,0,25867.32905,0,0,14639.59092,8370.687556,100481.3839,41016.78319,23973.46666,594.2318417,2690.362213,0,6214579.071,44.08914993,33.6899456,19.65442454,0,9.060465523,14.6119446,45.48317385,8.343317511,9.905086423,26960.79147,0,1150603.898,87305.02903,1695.758024,115357.5543,173.30,44.242635,52.85851,,8.109484,951.4995,0.948903,82.42449,14.40857,0.4766069,134.0386,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,76.38854,2062.49058,5497.523714,0,0,0,0,0,0,474.415527,30.70319342,11.81866172,18.57171623,36.80424557,25.58118699,13.78264672,21.43876396,17.52788418,5.400471122,20.23187265,0,0,7.089839831,0,0,0,0,0,15.99590557,0,87.22169538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.43103068,0,0,0,0,0,0,0,0,0,0,0,1018.829097,0,0,10757.22899,0,0,6388.440822,3853.825523,43853.91221,18853.84514,10645.09138,279.9005966,1297.75826,0,2929127.878,20.68581115,15.71318761,9.308572941,0,4.015260786,6.43705785,21.72010892,3.967499692,4.63831444,13084.85274,0,526781.2243,41221.76173,831.672514,53480.99949,76.39,61.5448,54.14021,2.593302,9.069417,,0.7960027,51.36943,9.211302,0.3614167,275.8017,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,176.12423,4755.35421,21997.52635,0,0,0,0,0,0,1001.894731,64.04307144,25.060964,38.98375475,79.64403429,53.19172698,27.75391173,45.39610154,37.28884346,11.22294408,42.88401356,0,0,15.27333629,0,0,0,0,0,33.65093849,0,206.6064411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.25711699,0,0,0,0,0,0,0,0,0,0,0,2509.247817,0,0,26412.05642,0,0,14890.26578,8475.466743,102200.8346,41535.97746,24348.76826,600.4581503,2712.69838,0,6279334.475,44.56673714,34.07281966,19.85062594,0,9.203824088,14.850508,45.90293395,8.4235358,10.0141014,27169.34343,0,1165572.517,88200.90506,1707.212147,116730.3916,176.12,47.907455,48.53725,2.028708,9.071433,550.1129,1.116518,59.79382,24.02868,0.6767444,322.7285,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,171.48785,4630.17195,20867.64016,0,0,0,0,0,0,973.4061032,62.20199966,24.35091556,37.86931249,77.42755655,51.65834598,26.9307661,44.10830351,36.23538805,10.89925176,41.66856723,0,0,14.84659146,0,0,0,0,0,32.69081781,0,201.2942302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.09477623,0,0,0,0,0,0,0,0,0,0,0,2446.877279,0,0,25753.79351,0,0,14501.98609,8242.924257,99535.50888,40398.08408,23703.31619,583.6190255,2634.861136,0,6103129.562,43.32162272,33.126286,19.29100678,0,8.960298378,14.45978276,44.59853172,8.185138698,9.734843292,26385.14222,0,1133762.695,85721.72516,1657.433806,113506.262,171.49,43.788825,47.82682,,,859.7025,0.9597787,65.19929,15.85417,0.3929939,186.1248,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,broiler chicken,broiler AST,0.08% P-2,157.79359,4260.42693,20023.93211,0,0,0,0,0,0,897.1114717,57.34030803,22.44057442,34.90520512,71.32603524,47.62364471,24.8431015,40.64907377,33.39063094,10.04809281,38.39993414,0,0,13.67778723,0,0,0,0,0,30.13076713,0,185.1337041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.40344604,0,0,0,0,0,0,0,0,0,0,0,2248.976046,0,0,23672.04297,0,0,13341.40721,7591.091437,91570.00921,37202.30944,21813.52206,537.7155981,2428.821747,0,5623173.614,39.91103938,30.51467468,17.77570678,0,8.24561143,13.30494801,41.10237208,7.542829641,8.968095219,24325.03547,0,1043991.371,78983.32457,1528.366561,104544.982,157.79,39.14073,19.54585,3.62201,,,1.002002,68.4516,,0.3418477,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1- 6 weeks,broiler chicken,broiler AST,2% P-1,177.66477,4796.94879,21807.93332,0,0,0,0,0,0,1012.243171,64.21002007,24.99006812,38.15173701,80.41855188,54.21602974,28.3200287,46.24325327,36.52784623,11.13521748,43.0887299,0,0,15.00254093,0,0,0,0,0,34.75058865,0,205.9705764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.67543834,0,0,0,0,0,0,0,0,0,0,0,2478.892384,0,0,26086.90642,0,0,14651.93283,8302.846193,100563.9579,40695.56889,23925.29677,587.0613453,2646.52675,0,6138888.605,45.0148298,34.72607533,19.94522172,0,9.388427106,14.92524119,45.27047272,8.710062534,9.822072739,27735.58779,0,1702592.564,96928.51483,1663.029319,206983.7209,177.66,50.6923,40.13457,1.129187,,327.2203,0.9457042,58.16767,19.91561,0.5215267,146.5688,,,,,,,,,,,,,,,,,,,,,,,,,
2,1- 6 weeks,broiler chicken,broiler AST,2% P-1,164.28728,4435.75656,21836.58693,0,0,0,0,0,0,933.0118517,59.15407697,23.03668134,35.15332534,74.19252829,49.9439944,26.05560451,42.62910076,33.67504217,10.25650495,39.72097011,0,0,13.83773821,0,0,0,0,0,32.0281378,0,190.6426083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.41682019,0,0,0,0,0,0,0,0,0,0,0,2297.502016,0,0,24175.52905,0,0,13554.00953,7664.243123,93027.86106,37568.0031,22117.47653,541.3867849,2438.092988,0,5661114.953,41.5227721,32.04061464,18.39053187,0,8.679746917,13.80172674,41.72491476,8.030485999,9.060218548,25548.87429,0,1572786.3,89405.89358,1530.914634,191183.1576,164.29,48.120535,36.51008,1.550239,8.853633,891.8015,1.261741,61.72112,18.91746,0.5793442,144.6032,,,,,,,,,,,,,,,,,,,,,,,,,
3,1- 6 weeks,broiler chicken,broiler AST,2% P-1,175.32504,4733.77608,19662.7861,0,0,0,0,0,0,1000.094322,63.45115536,24.68909602,37.69861255,79.42648037,53.57646562,27.99885351,45.68611016,36.0869558,11.00436818,42.56965154,0,0,14.81875947,0,0,0,0,0,34.33446351,0,203.1871532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5143831,0,0,0,0,0,0,0,0,0,0,0,2444.183717,0,0,25722.62438,0,0,14456.89298,8198.770116,99225.48031,40184.47655,23612.70069,579.907051,2615.266224,0,6064137.358,44.46225587,34.29648987,19.70329861,0,9.265480546,14.7285677,44.72796502,8.604667748,9.701463834,27408.89088,0,1680800.936,95739.98386,1643.832353,204342.3822,175.33,45.60158,35.50314,2.291866,9.228733,977.8986,1.064058,54.55399,21.48167,0.3792067,256.1465,,,,,,,,,,,,,,,,,,,,,,,,,
4,1- 6 weeks,broiler chicken,broiler AST,2% P-1,180.00465,4860.12555,19086.14874,0,0,0,0,0,0,1028.362386,65.26030144,25.38555432,38.77052553,81.6357095,55.10563951,28.81516334,46.97460389,37.10365885,11.31912994,43.7703294,0,0,15.23266398,0,0,0,0,0,35.30620264,0,208.5159364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.68226891,0,0,0,0,0,0,0,0,0,0,0,2506.672565,0,0,26381.5628,0,0,14839.98688,8424.621474,101855.1062,41290.14083,24246.2589,596.1540472,2689.856936,0,6234114.854,45.7026172,35.24885142,20.2568368,0,9.513709233,15.12153184,45.99331575,8.846741068,9.972052802,28191.84237,0,1726503.219,98412.57177,1691.310724,209909.0833,180.00,43.954685,26.90515,5.282297,8.526934,1154.893,1.05766,66.56194,17.93652,0.4192342,223.4697,,,,,,,,,,,,,,,,,,,,,,,,,
5,1- 6 weeks,broiler chicken,broiler AST,2% P-1,190.33438,5139.02826,21916.04348,0,0,0,0,0,0,1086.305971,68.92679055,26.81685817,40.95076366,86.25979835,58.20054281,30.42186585,49.62333958,39.19652798,11.95438862,46.23833406,0,0,16.09431694,0,0,0,0,0,37.29469183,0,220.5460257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.64081183,0,0,0,0,0,0,0,0,0,0,0,2652.388277,0,0,27914.2652,0,0,15693.47923,8903.307344,107712.9336,43637.12156,25635.40294,629.842552,2840.964219,0,6586347.849,48.28886877,37.24652846,21.40051384,0,10.05903468,15.98940124,48.58408744,9.345989233,10.53639376,29774.74275,0,1825009.406,103980.4338,1785.919926,221878.3991,190.33,52.622125,31.03463,3.014354,9.446533,945.4996,1.136989,66.50925,21.60214,0.3978862,111.1894,,,,,,,,,,,,,,,,,,,,,,,,,
6,1- 6 weeks,broiler chicken,broiler AST,2% P-1,172.81669,4666.05063,17904.82277,0,0,0,0,0,0,987.0239398,62.6342251,24.36533867,37.21091333,78.36030518,52.88791293,27.6525167,45.08679696,35.61272844,10.86347415,42.0112817,0,0,14.62119649,0,0,0,0,0,33.88673329,0,200.2058939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.27144034,0,0,0,0,0,0,0,0,0,0,0,2407.053955,0,0,25332.8961,0,0,14247.87805,8086.988496,97791.09043,39635.58399,23277.4797,572.2147085,2581.613002,0,5983761.774,43.8682929,33.83486566,19.44313333,0,9.13364649,14.51772491,44.14427097,8.491315004,9.571822686,27057.14882,0,1657414.294,94462.3748,1623.146666,201507.3986,172.82,43.110555,39.56178,5.205741,,427.5669,0.913077,66.19305,18.65932,0.4121182,214.1335,,,,,,,,,,,,,,,,,,,,,,,,,
