pen,time period,"Species",Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal per kg",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU per kg,"beta-carotene,mg",Vitamin D3 IU per kg,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU per kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,mg","Cl,mg","K,mg","Mg,mg","S,mg",Cu ppm,I ppm,"Fe,mg","Mn,mg","Se,mg","Zn,mg","average feed intake g per d","bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
6,1-3 weeks,L,F23L Hempseed Diet,10% Hempseed,125,2625,7853.1705,2569.14735,180.135375,52.371375,1318.8,46.6801125,971.1604875,457.065,23.100525,10.962,23.6294625,32.9077875,18.5994375,8.522325,17.9452875,13.9311375,4.15695,16.567425,19.36935,33.4215,7.11375,15.636075,61.4835375,14.7742875,22.563975,17.1614625,271.8583875,289.803675,88.659375,9.160264628,16.7782388,31.52947676,0.694575,29.82042,662.676,0.104210138,0,0,6.835975178,0.099806753,0,0,1.509513968,14.3861403,33.32266082,1.55628312,0.407479958,0.1327263,0,0,0.127611068,0,0,0,0.120393,5288.35125,11812.49738,36.7348275,5258.465914,0,105.9652913,1.966125,0,7.20153,13.0039875,68.71956,14.6187825,18.6531975,0.3950625,3.37498875,0.018375,6228.565508,86.617125,13.72245,2.9362725,0.00475,5.24314875,25.04026875,5.4634125,10.0088625,0.737438625,37.5414375,0.14766885,218.7564249,109.9903418,0.400453988,158.55,,,,,2.32,,,,,6.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1-3 weeks,L,F23L Hempseed Diet,10% Hempseed,125,2625,7853.1705,2569.14735,180.135375,52.371375,1318.8,46.6801125,971.1604875,457.065,23.100525,10.962,23.6294625,32.9077875,18.5994375,8.522325,17.9452875,13.9311375,4.15695,16.567425,19.36935,33.4215,7.11375,15.636075,61.4835375,14.7742875,22.563975,17.1614625,271.8583875,289.803675,88.659375,9.160264628,16.7782388,31.52947676,0.694575,29.82042,662.676,0.104210138,0,0,6.835975178,0.099806753,0,0,1.509513968,14.3861403,33.32266082,1.55628312,0.407479958,0.1327263,0,0,0.127611068,0,0,0,0.120393,5288.35125,11812.49738,36.7348275,5258.465914,0,105.9652913,1.966125,0,7.20153,13.0039875,68.71956,14.6187825,18.6531975,0.3950625,3.37498875,0.018375,6228.565508,86.617125,13.72245,2.9362725,0.00475,5.24314875,25.04026875,5.4634125,10.0088625,0.737438625,37.5414375,0.14766885,218.7564249,109.9903418,0.400453988,158.55,,,,,2.428,,,,,3.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1-3 weeks,L,F23L Hempseed Diet,10% Hempseed,125,2625,7853.1705,2569.14735,180.135375,52.371375,1318.8,46.6801125,971.1604875,457.065,23.100525,10.962,23.6294625,32.9077875,18.5994375,8.522325,17.9452875,13.9311375,4.15695,16.567425,19.36935,33.4215,7.11375,15.636075,61.4835375,14.7742875,22.563975,17.1614625,271.8583875,289.803675,88.659375,9.160264628,16.7782388,31.52947676,0.694575,29.82042,662.676,0.104210138,0,0,6.835975178,0.099806753,0,0,1.509513968,14.3861403,33.32266082,1.55628312,0.407479958,0.1327263,0,0,0.127611068,0,0,0,0.120393,5288.35125,11812.49738,36.7348275,5258.465914,0,105.9652913,1.966125,0,7.20153,13.0039875,68.71956,14.6187825,18.6531975,0.3950625,3.37498875,0.018375,6228.565508,86.617125,13.72245,2.9362725,0.00475,5.24314875,25.04026875,5.4634125,10.0088625,0.737438625,37.5414375,0.14766885,218.7564249,109.9903418,0.400453988,158.55,,,,,2.434,,,,,3.940571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.013,,,,,7.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.281,,,,,2.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.069,,,,,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.104,,,,,1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.127,,,,,2.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.173,,,,,-0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.147,,,,,-1.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1-3 weeks,L,F23L Hempseed Diet,15% Hempseed,125,2625,7810.753125,2457.9135,167.7375,47.0925,1259.44875,42.91875,940.716,452.4975,19.947375,9.583875,21.763875,29.421,15.978375,7.872375,15.7185,12.17475,3.57525,14.576625,17.332875,28.86975,6.307875,14.18025,54.10125,12.938625,20.17575,15.0255,400.28625,416.00475,84.916125,8.61534975,16.00347131,30.07506075,0.6733125,28.90755,642.39,0.089184375,0,0,6.4596735,0.0954135,0,0,1.382924813,13.78004906,31.8109365,1.387815188,0.392021438,0.127634063,0,0,0.11845575,0,0,0,0.1167075,4706.1,11812.49738,34.5877875,5257.016625,0,104.604675,1.966125,0,7.06545,12.907125,67.8213375,14.4123,18.3834,0.3950625,3.073875,0.018375,6001.847775,86.6026875,13.694625,2.433375,0.00435,5.1736125,23.49755625,6.50540625,10.2438,0.70898625,40.5601875,0.14680575,239.4915915,125.6086503,0.399921375,168.91875,,,,,2.130571429,,,,,1.825857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.199,,,,,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.451,,,,,0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.173,,,,,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.627,,,,,1.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.62,,,,,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.331,,,,,0.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,2.477,,,,,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1-6 weeks,L,F23L Hempseed Diet,0% Hempseed,125,5250,15876.0105,5583.2301,409.86225,125.85825,2875.005,108.405675,2064.098925,932.4,58.81365,27.4365,54.721275,79.762725,47.683125,19.64445,44.797725,34.887825,10.6407,41.09805,46.8846,85.05,17.451,37.09545,152.496225,36.891225,54.68085,42.866775,30.005325,74.80305,192.29175,20.50018877,36.65554757,68.87661753,1.4742,63.29232,1406.496,0.268523325,0,0,15.17715707,0.217186515,0,0,3.525384555,31.19664555,72.69221894,3.78643797,0.876793995,0.28582155,0,0,0.291843405,0,0,0,0.255528,12905.7075,23624.99475,82.057815,10522.72898,0,217.3730475,3.93225,0,14.94738,26.395425,141.03201,30.063495,38.385585,0.790125,7.9544325,0.03675,13364.00195,173.404875,27.44595,7.884135,0.00555,10.76376,56.2490775,6.7585875,19.0848,1.58448675,63.007875,0.2987901,354.5719522,157.5073869,0.803038425,275.625,,,,,1.87,,,,,0.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1-6 weeks,L,F23L Hempseed Diet,5% Hempseed,125,5250,15791.17575,5360.7624,385.0665,115.3005,2756.3025,100.88295,2003.20995,923.265,52.50735,24.68025,50.9901,72.78915,42.441,18.34455,40.34415,31.37505,9.4773,37.11645,42.81165,75.9465,15.83925,34.1838,137.73165,33.2199,49.9044,38.59485,286.86105,327.2052,184.80525,19.41035901,35.10601259,65.96778552,1.431675,61.46658,1365.924,0.2384718,0,0,14.42455371,0.20840001,0,0,3.272206245,29.98446308,69.66877029,3.449502105,0.845876955,0.275637075,0,0,0.27353277,0,0,0,0.248157,11741.205,23624.99475,77.763735,10519.83041,0,214.651815,3.93225,0,14.67522,26.2017,139.235565,29.65053,37.84599,0.790125,7.352205,0.03675,12910.57656,173.1765,27.3903,6.87834,0.00515,10.624425,53.264295,8.84205,19.54365,1.527582,69.045375,0.2970639,396.0421017,188.7439933,0.8019732,296.3625,,,,,2.631,,,,,3.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1-6 weeks,L,F23L Hempseed Diet,5% Hempseed,125,5250,15791.17575,5360.7624,385.0665,115.3005,2756.3025,100.88295,2003.20995,923.265,52.50735,24.68025,50.9901,72.78915,42.441,18.34455,40.34415,31.37505,9.4773,37.11645,42.81165,75.9465,15.83925,34.1838,137.73165,33.2199,49.9044,38.59485,286.86105,327.2052,184.80525,19.41035901,35.10601259,65.96778552,1.431675,61.46658,1365.924,0.2384718,0,0,14.42455371,0.20840001,0,0,3.272206245,29.98446308,69.66877029,3.449502105,0.845876955,0.275637075,0,0,0.27353277,0,0,0,0.248157,11741.205,23624.99475,77.763735,10519.83041,0,214.651815,3.93225,0,14.67522,26.2017,139.235565,29.65053,37.84599,0.790125,7.352205,0.03675,12910.57656,173.1765,27.3903,6.87834,0.00515,10.624425,53.264295,8.84205,19.54365,1.527582,69.045375,0.2970639,396.0421017,188.7439933,0.8019732,296.3625,,,,,2.698,,,,,1.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
