pen,time period,"Species",Study,Diet,average feed intake g per d,"average feed intake, g","ME, kcal per kg",Overall,"NDF,g","ADF,g","NFC,g","Crude fiber,g","Starch,g","CP,g","Arginine,g","Histidine,g","Isoleucine,g","Leucine,g","Lysine,g","Methionine,g","Phenylalanine,g","Threonine,g","Tryptophan,g","Valine,g","Alanine,g","Aspartic acid,g","Cystine,g","Met + Cys,g","Glutamic acid,g","Glycine,g","Proline,g","Serine,g","Tyrosine,g","Phe + Tyr,g","Ether extract,g","SFA,g","MUFA,g","PUFA,g","n-3 PUFA,g","n-6 PUFA,g","n-3:n-6 ratio,g","C14,g","C15:0,g","C15:1,g","C16:0,g","C16:1,g","C17:0,g","C17:1,g","C18:0,g","C18:1,g","C18:2 cis n-6 LA,g","C18:3 cis n-3 ALA,g","C20:0,g","C20:1,g","C20:4n-6 ARA,g","C20:5n-3 EPA,g","C22:0,g","C22:1,g","C22:5,g","C22:6n-3 DHA,g","C24:0,g","Ash,mg",Vitamin A IU per kg,"beta-carotene,mg",Vitamin D3 IU per kg,"Vitamin D3 25-Hydroxyvitamin D, IU",Vitamin E IU per kg,Vitamin K ppm,AST ppm,Thiamin ppm,Riboflavin ppm,Niacin ppm,Pantothenic acid ppm,Pyridoxine ppm,Biotin ppm,Folic acid ppm,Vitamin B12 ppm,Choline ppm,"Calcium,g","Total Phosphorus,g","Inorganic available P,g",Ca:P ratio,"Na,mg","Cl,mg","K,mg","Mg,mg","S,mg",Cu ppm,I ppm,"Fe,mg","Mn,mg","Se,mg","Zn,mg","average feed intake g per d","bodyweightgain,g",akp U per ml,alt (U per L),glucose (g per L),"nefa,umol per L",pip mg per dL,tc mg per g,tg mg per g,trap U per L,uric acid mmol per L,BCA,breast mTOR,breast S6K1,breast 4E-BP1,breast MURF1,breast MAFbx,breast AMPK,breast LAT1,breast CAT1,breast SNAT2,breast VDAC1,breast ANTKMT,breast AKT1,IGF1,IGFR,IRS1,FOXO1,LC3-1,MyoD,MyoG,Pax3,Pax7,Mrf4,Mrf5,liver mTOR,liver S6K1,liver 4E-BP1,liver MURF1,liver MAFbx,liver AMPK,breast weight (g),breast PH,breast WHC,breast HARDNESS,breast SPRINGINESS,breast CHEWINESS,breast COHESIVENESS,breast GUMMINESS,breast RESILIENCE,Thigh Weight (g),thigh PH,thigh WHC,thigh HARDNESS,thigh SPRINGINESS,thigh CHEWINESS,liver weight(g),Plasma SFA,Plasma MUFA,Plasma PUFA,Plasma n-3,Plasma n-6,Plasma C16:0 ,Plasma C16:1 ,Plasma C18:0 ,Plasma C18:1 ,Plasma C18:2 ,Plasma C18:3 ,Plasma C20:5,Plasma C22:6,Liver SFA,Liver MUFA,Liver PUFA,Liver n-3,Liver n-6,Liver C16:00 ,Liver C16:1 ,Liver C18:0 ,Liver C18:1,Liver C18:2,Liver C18:3 ,Liver C20:5,Liver C22:6,Breast SFA,Breast MUFA,Breast PUFA,Breast n-3,Breast n-6,Breast C16:0,Breast C16:01,Breast C18:0,Breast C18:01,Breast C18:2,Breast C18:3 ,Breast C20:4,Breast C20:5,Breast C22:6,Thigh SFA,Thigh MUFA,Thigh PUFA,Thigh n-3,Thigh n-6,Thigh C16:0,Thigh C16:01,Thigh C18:0,Thigh C18:1,Thigh C18:2,Thigh C18:3,Thigh C20:4,Thigh C22:6
1,1-6 weeks,B,broiler chicken DHA,g 2%,105.7682,2855.7414,17156.84321,,478.8783756,163.0060336,3059.776152,131.8872427,2064.866819,1182.430575,64.83301425,18.67808835,42.6302919,63.7267527,58.4526375,23.3089839,38.0611035,43.0676622,10.5482304,47.9044071,61.48160205,120.8251609,23.54022805,42.63531208,208.1962948,50.90547919,71.84727444,59.18315299,41.89222631,104.0941023,303.6145917,23.04818985,39.02330309,73.3049719,1.469531511,63.09188621,1402.041916,0,0,0,15.94481882,0,0,0,1.962490005,15.34128593,37.57392077,2.7219645,0.9045050052,0.29542939,0,0,0.3445353858,0,0,5.05750284,0.2547187953,17158.77499,26992.48048,1290.795788,2570.168475,0,42.83683042,4.283614125,0,6.004116927,23.12108448,94.67415881,17.14324238,21.42499762,1.082968046,2.316662027,0.04530350299,8996.326047,52.741152,40.45669765,21.32798175,0,11.422971,11.422971,17.1344565,8.556895023,13.60160437,51.0438457,1.601029631,440.2293942,302.5614868,0.776462093,245.1858706,105.7682,39.88,251.1040123,2.783177359,2.894016653,594.9494154,62.43083695,65.23928787,23.37020585,,313.029093,,0.61361,1.35222,3.00316,0.01306,1.09912,6.25633,,,,,,,,,,,,,,,,,,0.661952938,2.410540834,3.474137471,0.449687455,0.10992697,1.226328931,,6.159,0.411916029,5490.058359,0.711267606,1462.617541,0.38053776,2080.418564,0.147412906,,5.971455,0.396059646,4934.292322,0.882621951,2807.084184,,1.15367505,,1.089921313,0.5301199712,0.5598013413,0.6528316053,,0.5008434445,,0.5598013413,,,0.3882328761,9.08363496,0.51180857,5.679124404,2.427684726,3.251439677,4.426660587,0.51180857,4.656974374,,3.251439677,,,1.931296054,3.079658356,3.087818626,2.726756665,0.7975979354,1.92915873,2.446720972,0.4954371406,0.632937384,2.592381485,1.776285579,0.08187249097,0.1528731505,,0.7157254445,2.454700669,2.116787627,2.271028771,0.6440160058,1.627012765,1.803490709,0.3241506369,0.6512099604,1.79263699,1.404265443,0.06947848746,0.2227473223,0.6440160058
2,1-6 weeks,B,broiler chicken DHA,g 2%,112.5967,3040.1109,18251.14984,,509.9245355,173.9400145,3251.274877,140.5575825,2190.775538,1263.221325,69.24129075,19.92848265,45.4864221,68.0042493,62.3747925,24.9919101,40.6222425,45.9371898,11.2589136,51.1158789,65.62132083,129.1507089,25.13548539,45.5211388,222.3828177,54.38478142,76.68784779,63.22884436,44.7578186,111.2090457,322.9649316,24.52429746,41.47131962,77.90319931,1.558998832,66.9330165,1487.400367,0,0,0,16.98165149,0,0,0,2.078802495,16.22785658,39.77713454,2.8828575,0.9603927089,0.313698361,0,0,0.3669533985,0,0,5.35582476,0.2702264641,18318.92607,28735.14099,1374.130814,2736.101025,0,45.60249386,4.560168375,0,6.391747864,24.61380619,100.7864141,18.25003617,22.80821725,1.152885724,2.46623722,0.04822834073,9577.139814,56.294568,43.26717411,22.85333325,0,12.160449,12.160449,18.2406735,8.935279207,14.51866783,54.93296365,1.660245694,466.799714,317.6439002,0.8176881342,262.8707248,112.5967,35.27,236.519642,2.46566693,2.630957582,204.7997016,55.27771592,51.25517416,35.41851854,,281.040715,,0.80007,1.1618,2.52191,6.41523,1.37029,3.88095,,,,,,,,,,,,,,,,,,0.891115357,2.840627216,3.149870796,0.407659317,0.138813198,2.7902908,,5.76837,0.432986299,5965.118688,0.781690141,2195.613848,0.477207303,2809.092318,0.177815806,,6.856245,0.419360402,5175.047106,0.87195122,2816.685914,,0.5955066272,,0.4519697664,0.1510144437,0.3009553227,0.3531925778,,0.2423140494,,0.3009553227,,,0.3167202629,16.4734652,0.5778376469,10.23456107,5.353075811,4.881485256,9.149220232,0.5778376469,7.324244971,,4.881485256,,,4.164925845,3.503071617,3.069232092,3.093880745,0.68874852,2.405132225,2.726716009,0.3571249776,0.7763556082,2.712107115,2.232288504,0.09746509009,0.1728437213,,0.5912834299,2.438901564,2.197252384,2.248176145,0.6338289848,1.61434716,1.852471036,0.3456896632,0.5864305279,1.85156272,1.433136267,0.06947848746,0.1812108929,0.6338289848
3,1-6 weeks,B,broiler chicken DHA,g 2%,103.14,2784.78,16700.07885,,467.2734543,159.890194,2969.972127,128.9645161,1996.691196,1163.193683,63.72924548,18.31541045,41.80769748,62.51520384,57.33832725,23.13558963,37.3520484,42.20038224,10.35375318,46.98457407,60.34218497,119.0190931,23.12728144,41.87952831,204.7209773,50.0798864,70.52237735,58.22473436,41.21812255,102.4065492,295.4974029,22.44833627,37.89098544,71.17711836,1.4206934,60.9951033,1355.44674,0,0,0,15.56551624,0,0,0,1.890052124,14.72335022,36.13298953,2.6205093,0.8763136634,0.2862555613,0,0,0.3363716658,0,0,4.867576443,0.2462535226,16851.72821,26321.74694,1258.720945,2506.302608,0,41.77255638,4.177171013,0,5.854919774,22.54655601,92.32161082,16.71727339,20.89261256,1.056057977,2.259116627,0.04417776063,8772.782454,51.7687659,39.90386639,21.13617848,0,11.1391227,11.1391227,16.70868405,7.947614897,13.35233695,51.12836708,1.460639132,425.071306,284.8994296,0.7368790128,243.3214956,103.14,44.11,24.994065,2.982861653,2.815435959,445.9602043,60.54078465,64.55713598,33.74090538,,445.247724,,0.25892,0.70117,1.23287,2.34983,0.49354,2.78696,,,,,,,,,,,,,,,,,,0.858473424,3.129732057,3.498221626,0.634355688,0.139955983,0.903936297,,5.497765,0.408396506,6028.727727,0.733568075,2280.515446,0.515727129,3108.840312,0.197238668,,6.176015,0.40499465,3427.095349,0.8746189025,2277.0596,,1.230799179,,1.148001142,0.6849182863,0.4630828553,0.6946814933,,0.5361176859,,0.4630828553,,,0.3167202629,12.02325485,0.4443780356,10.62658234,4.948054931,5.678527412,6.592009733,0.4443780356,5.431245114,,5.678527412,,,4.066221898,2.768382302,2.946123143,2.697286329,0.6065894146,2.090696915,2.153992186,0.4305980701,0.6143901156,2.515525073,1.920862369,0.08994496538,0.1698345459,,0.5166444493,2.711312953,2.820988554,2.546952293,0.7066692366,1.840283056,2.117546288,0.490623779,0.5937666652,2.330364775,1.682099853,0.06947848746,0.158183203,0.6371907491
4,1-6 weeks,B,broiler chicken DHA,g 2%,118.6839,3204.4653,19249.39097,,537.379781,182.9884104,3432.27404,148.0216444,2315.617955,1327.659188,72.79188863,20.96730698,47.8555614,71.5393512,65.61840375,26.18886465,42.728418,48.3435432,11.8418949,53.77650885,69.0213912,135.6783637,26.42900956,47.86673053,233.7601087,57.15801114,80.65880441,66.4525187,47.03813293,116.879651,340.6423619,25.86041793,43.77508553,82.23109187,1.647960587,70.75244121,1572.276471,0,0,0,17.89327888,0,0,0,2.200176743,17.19507049,42.12021283,3.0515535,1.014483676,0.3313534334,0,0,0.3866403459,0,0,5.669773065,0.2856465018,19263.94506,30288.59964,1448.418085,2884.018163,0,48.06775711,4.806696938,0,6.737294513,25.94445824,106.2350567,19.23664831,24.04125778,1.215212019,2.599557156,0.05083562682,10094.89031,59.2094745,45.43438796,23.96036363,0,12.8178585,12.8178585,19.22678775,9.568993679,15.26986765,57.38882965,1.788214641,493.637981,338.6690834,0.8695998198,275.4758263,118.6839,44.78,89.51175438,2.982861653,2.652243549,302.021475,52.63164269,69.58800615,23.67522643,,281.040715,,0.27919,0.54901,2.02416,1.81036,0.40575,3.22662,,,,,,,,,,,,,,,,,,1.066182271,3.262456143,2.923114768,0.509094004,0.117864124,1.310363527,,5.804595,0.443497225,7298.428697,0.727112676,2402.905771,0.445833323,3291.578149,0.165027682,,6.29,0.391315037,5815.74136,0.8746189025,3835.876311,,0.729766787,,0.684000355,0.2716556111,0.4123447439,0.4237526125,,0.3060141746,,0.4123447439,,,0.2716556111,13.37447185,0.5132100275,7.562302085,4.835514585,2.7267875,7.747361685,0.5132100275,5.627110165,,2.7267875,,,3.855049795,2.682457495,2.58626909,2.439231536,0.6678166887,1.771414848,2.084219646,0.4021293476,0.598237849,2.184139742,1.58035787,0.08552520597,0.1910569778,,0.5822914828,2.545701784,2.138078049,2.286071439,0.5518612796,1.73421016,1.928115035,0.2995144092,0.617586749,1.83856364,1.562163976,0.06947848746,0.1720461839,0.5518612796
5,1-6 weeks,B,broiler chicken DHA,g 2%,113.6896,3069.6192,18444.48184,,514.7168154,175.1308392,3290.158381,141.7331196,2221.012696,1270.083175,69.643395,20.06791524,45.80192952,68.46632568,62.80022664,25.0185348,40.89054053,46.27506672,11.33219808,51.46802856,66.05157377,129.7676177,25.2879142,45.80136616,223.6375653,54.67883005,77.18714434,63.56995686,44.99700012,111.8099824,326.4042132,24.77675538,41.96035814,78.82227857,1.580686315,67.86413248,1508.091833,0,0,0,17.13746996,0,0,0,2.11157455,16.51131832,40.43311078,2.928831696,0.9727550337,0.3177181822,0,0,0.3703033016,0,0,5.441995498,0.273985628,18433.22408,29014.03047,1387.467459,2762.656308,0,46.04499707,4.60442718,0,6.453783864,24.85269326,101.7645981,18.42715068,23.02958145,1.164074814,2.490162102,0.04869642185,9670.088146,56.6609904,43.44633889,22.89519108,0,12.27847248,12.27847248,18.41770872,9.23306259,14.61237155,54.74622215,1.729893073,473.5751518,326.1243845,0.8364201254,263.1721404,113.6896,40.79,39.41427654,3.249520803,3.079736711,272.6655499,54.92878318,61.27428002,25.65786016,,176.545346,,0.18191,0.5055,1.1176,1.52786,0.33676,3.03463,,,,,,,,,,,,,,,,,,1.431701621,4.70980202,3.171174505,0.452155216,0.11592136,1.384621011,,6.819,0.394766124,6828.800328,0.820422535,3157.187344,0.561387438,3872.349077,0.17374827,,6.38697,0.398809322,7327.523577,0.882621951,4421.165073,,0.9474311493,,0.7937738688,0.2902723014,0.5035015675,0.575059702,,0.3723714473,,0.5035015675,,,0.2902723014,8.303810152,0.51180857,6.802480153,3.655015578,3.147464575,4.380209274,0.51180857,3.923600878,,3.147464575,,,3.186859448,2.542264742,2.460630832,2.253095139,0.540184241,1.712910898,1.953759596,0.3886563297,0.5885051456,2.071974502,1.541651122,0.0887019381,0.1712597761,,0.540184241,2.484978798,2.215958971,2.415611804,0.6198718224,1.795739981,1.747802287,0.3477734007,0.7371765105,1.86818557,1.553827541,0.06947848746,0.2419124404,0.6198718224
6,1-6 weeks,B,broiler chicken DHA,g 2%,112.3299,3032.9073,18209.81568,,508.6976845,173.4690693,3244.436657,140.2022226,2186.644845,1259.590025,69.045318,19.87488036,45.36375138,67.81971402,62.20572336,24.9071706,40.51109797,45.81557748,11.22798132,50.97774204,65.4414045,128.7694451,25.06510814,45.39417671,221.7490741,54.22828302,76.47717455,63.04680701,44.62869011,110.8889876,322.2356448,24.46789063,41.38327568,77.73786082,1.556079455,66.80767794,1484.615065,0,0,0,16.94034838,0,0,0,2.07536513,16.20428873,39.71477651,2.878152804,0.9584763573,0.3130702672,0,0,0.3660588605,0,0,5.347173992,0.2697204389,18268.01358,28667.05001,1370.874663,2729.617542,0,45.49442294,4.54936257,0,6.376602027,24.55548083,100.5475898,18.2067894,22.75417058,1.150153807,2.460391881,0.04811405854,9554.445431,56.1399066,43.13619499,22.77791442,0,12.13163352,12.13163352,18.19745028,8.939048748,14.47868546,54.71771924,1.662638027,465.9588781,317.5290791,0.8170263614,261.9819405,112.3299,43.37,77.78714512,3.43308152,3.291709462,267.2994131,59.90107463,70.48333051,33.89341567,,189.340697,,0.30103,0.4235,1.83057,2.0399,0.77468,2.3742,,,,,,,,,,,,,,,,,,0.767507575,2.483026395,2.39218436,0.361051952,0.136219259,0.891503042,,5.927355,0.372827608,6399.262187,0.776408451,2246.370921,0.458627052,2903.631598,0.181246288,,6.25824,0.382863225,5071.08213,0.861280488,2821.387492,,0.9314357585,,0.8335332889,0.3855961227,0.4479371661,0.5399035982,,0.3915321604,,0.4479371661,,,0.3167202629,11.8517274,0.51180857,8.18101001,4.243869126,3.937140884,6.459092302,0.51180857,5.3926351,,3.937140884,,,3.440870608,2.915166902,2.830014757,2.642050083,0.66018736,1.981862723,2.273081682,0.4147891731,0.6420852205,2.415225584,1.810289089,0.0887019381,0.1715736343,,0.5892258095,2.527119154,2.297813117,2.35356809,0.6312494658,1.722318625,1.889885071,0.3615503778,0.6372340826,1.936262739,1.527098616,0.06947848746,0.1952200085,0.6173537683
1,1-6 weeks,B,broiler chicken DHA,g4% ,106.7735,2882.8845,17304.73943,,467.7503043,162.0028936,2936.425229,129.7348556,1956.352345,1198.7244,65.701989,18.9061668,43.1534277,64.5178041,59.17671,23.7327462,38.5408125,43.5781026,10.6821882,48.4945218,61.22271417,121.7620193,23.66207062,42.57046569,208.5982687,51.08435672,71.5668444,59.39586596,42.3792384,105.2136097,385.5314752,22.37870752,37.50181106,70.44443685,1.391240052,59.73057289,1327.346064,0,0,0,19.03699773,0,0,0,2.08466082,14.57090397,35.75725209,2.58838983,0.8625533392,0.2818407026,0,0,0.3371485755,0,0,9.51907437,0.2411482757,17123.07127,28552.08809,2606.127658,2594.59605,0,43.2462888,4.32432675,0,6.066454507,25.05830757,104.6487453,17.3100094,21.63260489,1.321584524,2.515335,0.05689902591,9081.821277,53.410941,41.4552686,21.6992115,0,11.531538,11.531538,17.297307,8.5555602,13.7169747,52.20317683,1.5661107,442.3108718,300.3821351,0.7737308641,249.6231597,106.7735,42.2,75.72186871,2.78813846,2.722309855,535.6062551,66.12370838,59.69680378,21.23506183,,313.029093,,0.28893,0.53051,0.29271,1.26178,0.47378,3.17152,,,,,,,,,,,,,,,,,,1.084866569,3.115538804,2.676251762,0.406341818,0.223295601,1.874952201,,6.25311,0.359347731,7362.726571,0.794014085,3089.973633,0.537832297,3892.83508,0.1875576808,,6.52593,0.382077019,5788.328297,0.8700203252,5956.455492,,0.8920270175,,1.023566359,0.574166107,0.4494002525,0.5319334817,,0.3600935358,,0.4494002525,,,0.439701625,15.46249918,0.4724052917,7.592875501,4.537142252,3.055733248,8.451147887,0.358724609,7.011351291,,3.055733248,,,4.120792887,2.389213683,1.881496339,2.255153097,0.8567081932,1.398444904,1.916056278,0.3007783694,0.4731574054,1.58071797,1.282951626,0.08013547669,0.1154932779,,0.8567081932,2.484979546,1.723145393,2.162996155,0.8834457226,1.279550432,1.8563494,0.2474472047,0.6286301462,1.475698188,1.097578737,0.07995673971,0.1819716951,0.8834457226
2,1-6 weeks,B,broiler chicken DHA,g4% ,113.0955,3053.5785,18332.7897,,495.4120181,171.4889902,3111.849956,137.3761599,2074.098508,1268.549843,69.53464778,20.01408521,45.68167287,68.29568271,62.64218025,25.09193997,40.79594835,46.13532606,11.30700492,51.33517533,64.80363661,128.8358254,25.04358295,45.0566032,220.7566873,54.05921103,75.75206102,62.85457731,44.8468868,111.3412954,408.4234135,23.70680883,39.74070099,74.65012178,1.475011202,63.3271476,1407.269947,0,0,0,20.14499529,0,0,0,2.210775485,15.46315464,37.93383203,2.744713256,0.9142723904,0.2987360436,0,0,0.3570657966,0,0,10.09419215,0.2556686083,18123.38613,30242.63478,2760.434426,2748.220043,0,45.80686946,4.580366738,0,6.425644672,26.54198332,110.8449143,18.33491897,22.91345402,1.399834449,2.664265547,0.06026820252,9619.54818,56.5350246,43.8620167,22.94566853,0,12.2143113,12.2143113,18.32146695,9.10813167,14.51764512,55.14071713,1.670243912,468.9780173,319.3174457,0.8218428647,263.9238306,113.0955,39.52,143.7915814,2.847671665,2.513884766,183.0194992,63.32061542,55.68916143,23.37020585,,205.334886,,0.57391,0.87689,4.76761,13.51049,2.95412,5.00848,,,,,,,,,,,,,,,,,,2.139012555,3.123159968,3.608481688,0.604279104,0.718839635,4.617709139,,6.605805,0.363399567,7189.25811,0.802816901,2993.105476,0.506319475,2043.899467,0.196674049,,6.2486,0.356388117,5317.858735,0.87601626,2326.653005,,0.6141150022,,0.5045494881,0.2401076424,0.2644418456,0.4129719967,,0.2011430056,,0.2644418456,,,0.4254059705,13.36828103,0.2698011271,7.70620111,3.893710308,3.812490802,8.016275139,0.2698011271,5.352005895,,3.812490802,,,3.439546467,2.40785383,2.29915852,2.313941822,0.7503425495,1.563599272,1.952741958,0.405795348,0.4551118727,1.893363172,1.442569009,0.08013547669,0.1210302632,,0.7503425495,2.523161367,2.121221215,2.459644597,0.8805878297,1.579056767,2.025855319,0.4413971507,0.4973060484,1.679824064,1.441934533,0.07015075796,0.1371222345,0.8104370717
3,1-6 weeks,B,broiler chicken DHA,g4% ,96.85869,2615.18463,15701.26762,,424.2826899,146.8546102,2665.300163,117.6480785,1776.582678,1086.27365,59.54405175,17.13917961,39.11969088,58.48501752,53.64368586,21.4833951,34.93539547,39.50872848,9.68266332,43.96102254,55.49406527,110.3210577,21.44553448,38.58334273,189.0374826,46.29140971,64.86956052,53.82294337,38.40277368,95.34268472,349.7959699,20.30370437,34.03771764,63.9374796,1.263435497,54.24349732,1205.411052,0,0,0,17.25026718,0,0,0,1.893740791,13.24711327,32.49575126,2.351074091,0.7830998756,0.2558752489,0,0,0.3057968644,0,0,8.646540842,0.2189954861,15519.65073,25900.78857,2364.126967,2353.666167,0,39.23051207,3.922776945,0,5.503133771,22.73142784,94.93123557,15.7026282,19.6238367,1.198864323,2.28176471,0.05161570464,8238.497835,48.4133166,37.55846808,19.64628567,0,10.46073852,10.46073852,15.69110778,7.806672756,12.43184728,47.2037606,1.431981246,401.7123541,273.6281757,0.7041617162,225.9687879,96.85869,38.92,72.29591059,2.607058293,2.678851007,487.6266786,64.37904471,49.37925647,24.89530872,,127.496499,,0.27747,0.77229,3.24477,4.28748,1.15597,3.99227,,,,,,,,,,,,,,,,,,0.406619384,1.402557715,1.825658502,0.352991562,0.063168434,0.52248359,,6.6138,0.404259249,6074.643533,0.779929577,2339.410791,0.492743657,2993.131397,0.190543093,,6.586365,0.432493621,6688.118308,0.891768293,3901.536979,,1.013415895,,1.134972007,0.6264970706,0.5084749364,0.6467885475,,0.3666273474,,0.5084749364,,,0.4642066314,12.28310665,0.4368101818,12.67436531,8.845456924,3.828908385,6.890111929,0.4368101818,5.392994719,,3.828908385,,,7.195894368,2.782706983,2.29822308,2.179371667,0.7291418394,1.450229827,2.234333937,0.3712216617,0.5483730465,1.927001418,1.337084934,0.08013547669,0.113144893,,0.7291418394,3.251866842,3.05738806,2.466875117,0.926196674,1.540678443,2.581479449,0.5770915589,0.6703873928,2.480296502,1.402171013,0.07995673971,0.1385074295,0.926196674
4,1-6 weeks,B,broiler chicken DHA,g4% ,114.9584,3103.8768,18627.34626,,503.6446203,174.5420152,3159.747807,139.7256336,2104.146706,1291.922463,70.80387863,20.36853122,46.49194692,69.51148488,63.75660039,25.60432545,41.52574253,46.94481792,11.50976898,52.24683141,65.96591379,131.250115,25.4981023,45.87292645,224.8076484,55.0569558,77.112286,64.01499158,45.67518759,113.3948453,415.011351,24.09069536,40.35562694,75.80501842,1.496300256,64.24115767,1427.581282,0,0,0,20.51810765,0,0,0,2.241413902,15.65430746,38.43074328,2.783321441,0.9279374728,0.3032095567,0,0,0.3630446198,0,0,10.23570335,0.2593587111,18451.05428,30740.80519,2805.905559,2793.489971,0,46.56141694,4.655816618,0,6.531490457,26.97920988,112.6708041,18.63694543,23.29089571,1.422893278,2.708153532,0.06126047241,9778.007026,57.5488449,44.68742922,23.40618971,0,12.41551098,12.41551098,18.62326647,9.159105294,14.78155127,56.37927025,1.673198388,475.6733809,322.1012546,0.8304280155,269.3034278,114.9584,43.54,97.13869738,2.093584395,2.725857516,372.096909,64.96059927,55.43335448,19.40493839,,205.334886,,0.34616,0.6699,2.36228,1.84423,0.35196,3.69519,,,,,,,,,,,,,,,,,,0.571765287,2.020944985,2.081689157,0.463946048,0.197641584,1.33453854,,6.842385,0.433875594,5190.867577,0.806338028,2416.165163,0.591129128,3000.323009,0.1875576808,,6.1568,0.387262141,6757.044548,0.841463415,3619.716163,,1.103452473,,1.055613971,0.5697197303,0.4858942405,0.6617320329,,0.4417204405,,0.4858942405,,,0.4687475164,11.80804399,0.369562518,10.00774875,6.426101987,3.581646761,6.467894122,0.369562518,5.340149872,,3.581646761,,,5.237919592,2.724265681,2.328428917,2.633068989,0.9754304603,1.657638529,2.169901293,0.4165010421,0.5543643886,1.911927875,1.539327907,0.08013547669,0.1183106218,,0.8952949836,3.617670448,2.974978486,2.44382091,1.488949905,2.178445022,2.70490545,0.5959907281,0.9127649978,2.378987758,1.942392499,0.08976272146,0.2360525229,1.281035989
5,1-6 weeks,B,broiler chicken DHA,g4% ,116.1581,3136.2687,18830.23153,,508.8184839,176.1028317,3196.564518,141.0849283,2130.810129,1302.575445,71.40131235,20.55280257,46.91111598,70.13315934,64.3276485,25.75834938,41.8930839,47.37814524,11.61102168,52.71662682,66.5460188,132.2861602,25.71622491,46.26695898,226.680089,55.50898351,77.78860534,64.54018135,46.04952392,114.3274602,419.5021735,24.34967483,40.82214329,76.6815616,1.515352676,65.05914156,1445.758701,0,0,0,20.68507587,0,0,0,2.271407913,15.8903039,38.97800644,2.819914047,0.9392156746,0.3068850733,0,0,0.3667224659,0,0,10.37082012,0.2626611305,18610.32547,31061.61858,2835.188199,2822.643045,0,47.04734009,4.704405075,0,6.599653991,27.26074987,113.8466429,18.8314359,23.53396027,1.437742562,2.736414894,0.0619003573,9880.049588,58.0551084,45.03622082,23.55613785,0,12.5450802,12.5450802,18.8176203,9.36787518,14.90751648,56.5903074,1.718720404,481.8142488,328.2919375,0.8447532469,270.9346022,116.1581,44.38,117.5859204,2.698838651,2.956455488,87.37600138,60.19185191,73.38247603,27.48798361,,178.677904,,0.47629,0.69071,3.04442,1.60295,0.38613,3.54327,,,,,,,,,,,,,,,,,,0.475807766,2.851682383,2.472604283,0.184350127,0.090907716,1.02897262,,6.342945,0.410546894,7189.25811,0.809859155,2993.105476,0.463066538,3431.133242,0.176084848,,6.434561,0.405960947,5122.976062,0.87804878,2925.960337,,1.066183985,,1.007162948,0.4265995437,0.5805634045,0.6595550206,,0.4066289646,,0.5805634045,,,0.3289681094,14.36115197,0.8134473401,5.994516695,4.078707824,1.915808871,8.78303535,0.358724609,5.578116618,,1.915808871,,,3.488574893,3.026661389,2.751949899,2.204016555,0.8471752288,1.356841326,2.4005815,0.4321195885,0.6260798887,2.319830311,1.240681802,0.08013547669,0.116159524,,0.8471752288,2.842364725,2.214932688,2.685767771,1.14570045,1.540067321,2.114432524,0.3966395403,0.7279322011,1.818293148,1.347403174,0.07995673971,0.1926641467,1.027771829
6,1-6 weeks,B,broiler chicken DHA,g4% ,118.5899,3201.9273,19229.4484,,519.421697,179.6353364,3265.753127,143.9800032,2178.197935,1328.17158,72.8124309,20.96633808,47.85414687,71.54002971,65.618559,26.23068522,42.73106535,48.33652806,11.84294142,53.77561758,67.87509482,134.8582574,26.22622058,47.18546589,231.1455294,56.59859475,79.34115171,65.806842,46.95305697,116.5726073,428.3786078,24.86389308,41.70354178,78.33734162,1.549107099,66.50833144,1477.962921,0,0,0,21.09023052,0,0,0,2.322860922,16.26588489,39.88039906,2.883407193,0.9598198423,0.3136116764,0,0,0.374334019,0,0,10.60465179,0.2685118971,18980.24745,31711.87461,2894.541132,2881.733355,0,48.0322502,4.802888925,0,6.737813957,27.83142693,116.2299515,19.2256569,24.02662878,1.467840743,2.793699399,0.06319653801,10086.88153,59.2147071,45.90953529,23.99352165,0,12.8077038,12.8077038,19.2115557,9.63088542,15.20287137,57.55195798,1.771286265,492.5962442,336.8367741,0.8657823688,275.9094125,118.5899,44.16,47.48326982,2.607058293,2.7365005,108.8405487,60.94787283,78.07227026,23.82773671,,202.136048,,0.71472,0.82446,3.01902,2.57338,0.92954,5.95567,,,,,,,,,,,,,,,,,,0.480742783,1.633322938,1.973383768,0.209235007,0.08578747,0.704691367,,6.49295,0.381606354,10128.79476,0.789906103,4126.872315,0.51375416,5225.477259,0.186928733,,6.65511,0.387029518,7100.908266,0.862804878,4400.55319,,0.9378388747,,0.9451729547,0.4874180188,0.4577549359,0.5825962159,,0.3552426588,,0.4577549359,,,0.4254059705,13.45661656,0.4724052917,8.795141473,5.556223859,3.238917613,7.721692885,0.358724609,5.734923679,,3.238917613,,,4.696545642,2.666140313,2.311851351,2.317110426,0.8317596542,1.485350772,2.134722993,0.3852832019,0.5314173204,1.926568149,1.368523056,0.08013547669,0.116827716,,0.8157325589,2.944008586,2.418333168,2.44382091,1.064976116,1.623559597,2.256604428,0.4517132365,0.6874041573,1.966619932,1.446295991,0.07995673971,0.1772636057,0.9857774574
